x	y	z	ATF4 activates genes in response to endoplasmic reticulum  stress
201	294	37	1
202	294	37	1
205	294	37	1
224	294	37	1
225	294	37	1
233	294	37	2
235	294	37	1
240	294	37	1
245	294	37	1
197	295	37	1
204	295	37	2
217	295	37	1
231	295	37	1
232	295	37	1
235	295	37	3
236	295	37	1
237	295	37	2
240	295	37	1
243	295	37	3
203	296	37	1
215	296	37	2
217	296	37	1
222	296	37	1
223	296	37	1
229	296	37	1
237	296	37	1
240	296	37	1
241	296	37	1
243	296	37	1
245	296	37	1
194	297	37	2
196	297	37	3
198	297	37	1
230	297	37	1
234	297	37	1
235	297	37	1
244	297	37	2
199	298	37	2
202	298	37	2
232	298	37	2
233	298	37	1
240	298	37	1
242	298	37	2
244	298	37	2
245	298	37	1
231	299	37	2
233	299	37	2
240	299	37	1
241	299	37	1
226	300	37	1
229	300	37	1
233	300	37	3
235	300	37	1
240	300	37	1
241	300	37	2
242	300	37	1
232	301	37	1
233	301	37	1
242	301	37	2
244	301	37	3
226	302	37	1
232	302	37	1
236	302	37	1
244	302	37	1
230	303	37	2
232	303	37	1
227	304	37	2
228	304	37	1
234	305	37	1
238	305	37	1
242	305	37	2
225	307	37	1
229	308	37	3
241	308	37	3
243	308	37	1
221	309	37	1
226	309	37	1
227	309	37	2
229	309	37	2
233	309	37	1
242	309	37	1
217	310	37	1
224	310	37	1
225	310	37	2
227	310	37	1
228	310	37	1
214	311	37	1
216	311	37	1
219	311	37	1
221	311	37	1
222	311	37	2
232	311	37	1
237	311	37	1
217	312	37	1
218	312	37	1
221	312	37	1
227	312	37	1
228	312	37	1
229	312	37	2
230	312	37	2
232	312	37	1
235	312	37	1
236	312	37	1
240	312	37	1
242	312	37	1
212	313	37	1
216	313	37	1
217	313	37	1
221	313	37	1
225	313	37	1
227	313	37	1
229	313	37	1
230	313	37	1
236	313	37	1
237	313	37	1
221	314	37	1
232	314	37	2
234	314	37	1
242	314	37	1
211	315	37	2
229	315	37	1
238	315	37	1
239	315	37	1
234	316	37	1
236	316	37	1
240	316	37	1
236	317	37	2
237	317	37	4
238	317	37	1
232	318	37	1
237	318	37	1
240	318	37	1
238	319	37	1
228	320	37	2
233	322	37	1
226	260	38	1
228	260	38	2
228	261	38	2
224	262	38	1
238	262	38	1
223	264	38	2
232	264	38	1
238	264	38	1
226	265	38	2
211	266	38	1
214	266	38	2
217	266	38	1
188	268	38	1
211	268	38	2
187	269	38	3
209	269	38	1
219	269	38	2
211	270	38	1
193	271	38	2
211	271	38	1
203	272	38	1
217	272	38	1
218	272	38	1
236	272	38	2
209	273	38	1
206	274	38	1
209	274	38	1
210	274	38	1
216	274	38	4
217	274	38	1
218	274	38	1
240	274	38	1
203	275	38	2
206	275	38	1
213	275	38	1
215	275	38	1
216	275	38	1
217	275	38	1
191	276	38	3
207	276	38	2
208	276	38	1
213	276	38	3
214	276	38	1
194	277	38	1
207	277	38	1
209	277	38	1
211	277	38	1
214	277	38	2
219	277	38	2
206	278	38	2
208	278	38	3
209	278	38	1
211	278	38	1
212	278	38	1
213	278	38	2
214	278	38	1
215	278	38	1
217	278	38	1
218	278	38	1
221	278	38	2
222	278	38	1
194	279	38	3
206	279	38	2
210	279	38	4
211	279	38	1
212	279	38	1
214	279	38	1
217	279	38	1
220	279	38	2
193	280	38	1
208	280	38	1
209	280	38	1
210	280	38	1
214	280	38	1
215	280	38	1
221	280	38	1
192	281	38	1
208	281	38	1
211	281	38	4
215	281	38	2
216	281	38	1
211	282	38	1
213	282	38	1
214	282	38	1
189	283	38	1
214	283	38	1
216	283	38	1
217	283	38	1
188	284	38	1
195	284	38	1
196	284	38	1
201	284	38	1
216	284	38	1
222	284	38	1
192	285	38	1
193	285	38	1
201	285	38	1
202	285	38	1
204	285	38	1
205	285	38	1
212	285	38	1
217	285	38	2
232	285	38	1
196	286	38	1
204	286	38	2
206	286	38	4
211	286	38	1
216	286	38	1
221	286	38	1
233	286	38	1
188	287	38	1
192	287	38	1
198	287	38	1
204	287	38	2
217	287	38	1
220	287	38	2
222	287	38	2
232	287	38	1
238	287	38	2
187	288	38	2
188	288	38	1
190	288	38	1
192	288	38	1
193	288	38	1
205	288	38	1
219	288	38	1
224	288	38	4
235	288	38	1
185	289	38	1
186	289	38	2
187	289	38	2
189	289	38	3
190	289	38	2
192	289	38	1
193	289	38	1
195	289	38	2
203	289	38	2
204	289	38	1
207	289	38	1
208	289	38	1
217	289	38	3
232	289	38	2
233	289	38	1
191	290	38	1
192	290	38	1
193	290	38	3
198	290	38	1
199	290	38	1
200	290	38	1
203	290	38	2
206	290	38	1
220	290	38	1
223	290	38	1
189	291	38	1
197	291	38	1
204	291	38	2
207	291	38	1
232	291	38	2
233	291	38	2
238	291	38	2
192	292	38	1
197	292	38	2
201	292	38	1
207	292	38	1
211	292	38	2
213	292	38	2
220	292	38	2
221	292	38	1
223	292	38	2
229	292	38	1
230	292	38	1
236	292	38	4
240	292	38	2
202	293	38	1
204	293	38	1
208	293	38	1
217	293	38	1
224	293	38	1
229	293	38	1
230	293	38	2
237	293	38	1
204	294	38	1
205	294	38	1
206	294	38	1
210	294	38	1
221	294	38	2
230	294	38	1
234	294	38	2
239	294	38	2
192	295	38	2
197	295	38	1
202	295	38	2
203	295	38	2
216	295	38	5
218	295	38	1
221	295	38	1
227	295	38	1
230	295	38	1
231	295	38	1
232	295	38	2
238	295	38	2
197	296	38	1
198	296	38	1
200	296	38	2
202	296	38	2
205	296	38	2
206	296	38	1
222	296	38	2
228	296	38	1
232	296	38	1
233	296	38	1
235	296	38	2
236	296	38	2
237	296	38	1
240	296	38	1
241	296	38	2
242	296	38	1
243	296	38	2
201	297	38	1
205	297	38	1
220	297	38	1
223	297	38	1
224	297	38	3
227	297	38	1
230	297	38	1
231	297	38	1
234	297	38	2
239	297	38	1
244	297	38	2
192	298	38	2
200	298	38	1
215	298	38	2
224	298	38	1
226	298	38	1
227	298	38	1
230	298	38	1
233	298	38	2
234	298	38	1
237	298	38	1
240	298	38	1
243	298	38	1
193	299	38	1
196	299	38	1
203	299	38	1
204	299	38	1
227	299	38	1
228	299	38	2
229	299	38	2
236	299	38	1
237	299	38	2
239	299	38	1
243	299	38	3
204	300	38	1
218	300	38	1
228	300	38	1
230	300	38	1
231	300	38	2
234	300	38	1
239	300	38	1
242	300	38	1
227	301	38	1
228	301	38	1
229	301	38	2
230	301	38	1
233	301	38	1
235	301	38	3
239	301	38	3
231	302	38	1
235	302	38	2
239	302	38	2
245	302	38	2
227	303	38	2
231	303	38	2
233	303	38	1
241	303	38	3
228	304	38	2
234	304	38	1
243	304	38	1
244	304	38	2
227	305	38	1
229	305	38	1
234	305	38	1
236	305	38	1
241	305	38	1
245	305	38	1
226	306	38	2
239	306	38	1
242	306	38	1
246	306	38	1
193	307	38	2
223	307	38	1
224	307	38	1
225	307	38	1
227	307	38	1
234	307	38	2
239	307	38	1
241	307	38	1
243	307	38	1
244	307	38	1
226	308	38	1
229	308	38	1
240	308	38	1
243	308	38	2
195	309	38	2
220	309	38	1
223	309	38	1
225	309	38	1
226	309	38	2
228	309	38	2
241	309	38	1
243	309	38	1
244	309	38	2
220	310	38	3
221	310	38	1
224	310	38	2
227	310	38	2
229	310	38	2
232	310	38	3
233	310	38	2
219	311	38	1
220	311	38	1
221	311	38	2
222	311	38	1
224	311	38	2
225	311	38	1
226	311	38	1
227	311	38	4
228	311	38	2
230	311	38	1
231	311	38	1
219	312	38	4
220	312	38	1
221	312	38	1
223	312	38	2
226	312	38	1
228	312	38	1
229	312	38	1
232	312	38	1
241	312	38	1
216	313	38	2
217	313	38	1
218	313	38	2
219	313	38	1
228	313	38	2
229	313	38	1
238	313	38	1
240	313	38	2
241	313	38	2
200	314	38	1
217	314	38	1
219	314	38	1
221	314	38	3
226	314	38	2
232	314	38	1
236	314	38	1
237	314	38	1
239	314	38	1
240	314	38	2
241	314	38	1
242	314	38	2
211	315	38	2
213	315	38	1
214	315	38	1
220	315	38	1
221	315	38	1
226	315	38	2
230	315	38	2
236	315	38	1
237	315	38	1
238	315	38	1
239	315	38	1
241	315	38	1
244	315	38	1
225	316	38	2
226	316	38	2
228	316	38	1
234	316	38	1
236	316	38	2
238	316	38	1
242	316	38	1
244	316	38	5
211	317	38	1
214	317	38	1
226	317	38	2
235	317	38	2
236	317	38	1
238	317	38	1
243	317	38	1
212	318	38	1
220	318	38	2
231	318	38	2
232	318	38	1
233	318	38	1
218	319	38	1
230	319	38	1
231	319	38	1
232	319	38	1
237	319	38	1
239	319	38	2
229	320	38	1
231	320	38	1
231	321	38	2
220	322	38	1
233	322	38	1
236	322	38	1
220	323	38	2
232	323	38	1
235	323	38	2
233	324	38	2
215	265	39	1
237	265	39	1
188	269	39	2
194	270	39	1
195	270	39	1
214	274	39	2
212	275	39	2
214	275	39	2
216	275	39	1
204	277	39	1
212	277	39	1
214	277	39	2
210	278	39	2
214	278	39	1
216	278	39	1
220	278	39	1
221	278	39	1
206	279	39	1
212	279	39	1
218	280	39	2
221	280	39	1
217	281	39	2
212	282	39	1
214	282	39	1
215	282	39	1
201	283	39	1
203	283	39	1
215	283	39	1
203	284	39	3
206	284	39	2
191	285	39	1
192	285	39	2
197	285	39	1
199	285	39	1
187	286	39	1
199	286	39	1
201	286	39	1
233	286	39	1
191	287	39	2
215	287	39	2
222	287	39	4
187	288	39	1
192	288	39	1
193	288	39	2
224	288	39	1
191	289	39	1
195	289	39	1
201	289	39	2
211	289	39	1
239	289	39	2
188	290	39	1
192	290	39	1
195	290	39	2
197	290	39	1
200	290	39	1
204	290	39	1
207	290	39	2
211	290	39	1
215	290	39	1
218	290	39	2
233	290	39	1
190	291	39	1
193	291	39	1
199	291	39	1
204	291	39	2
217	291	39	1
222	291	39	1
225	291	39	2
233	291	39	2
235	291	39	2
197	292	39	1
208	292	39	1
211	292	39	2
221	292	39	2
225	292	39	1
226	292	39	1
230	292	39	1
234	292	39	1
236	292	39	1
242	292	39	1
197	293	39	1
199	293	39	1
200	293	39	1
208	293	39	1
220	293	39	2
224	293	39	1
225	293	39	1
234	293	39	2
241	293	39	1
200	294	39	1
201	294	39	2
202	294	39	3
204	294	39	1
205	294	39	1
206	294	39	1
225	294	39	1
237	294	39	1
238	294	39	1
241	294	39	2
197	295	39	1
203	295	39	1
207	295	39	2
216	295	39	1
220	295	39	2
225	295	39	1
227	295	39	2
229	295	39	1
232	295	39	1
234	295	39	2
236	295	39	1
241	295	39	2
200	296	39	1
213	296	39	1
219	296	39	1
220	296	39	3
222	296	39	1
223	296	39	1
226	296	39	1
228	296	39	2
234	296	39	3
237	296	39	1
239	296	39	2
240	296	39	1
194	297	39	1
196	297	39	2
197	297	39	1
199	297	39	1
200	297	39	1
203	297	39	2
215	297	39	1
216	297	39	1
230	297	39	1
233	297	39	1
236	297	39	1
241	297	39	1
243	297	39	1
202	298	39	1
203	298	39	1
213	298	39	2
214	298	39	1
219	298	39	1
221	298	39	2
226	298	39	1
230	298	39	1
240	298	39	1
224	299	39	2
225	299	39	1
227	299	39	2
228	299	39	3
230	299	39	1
231	299	39	1
233	299	39	2
236	299	39	1
237	299	39	1
239	299	39	2
241	299	39	1
214	300	39	1
227	300	39	1
228	300	39	1
229	300	39	1
230	300	39	3
232	300	39	1
233	300	39	2
235	300	39	1
227	301	39	1
229	301	39	1
234	301	39	1
238	301	39	1
228	302	39	2
229	302	39	2
233	302	39	2
233	303	39	1
225	304	39	2
233	304	39	1
235	304	39	1
244	304	39	1
212	305	39	1
223	305	39	1
226	305	39	1
229	305	39	1
230	305	39	2
236	305	39	2
240	305	39	3
241	305	39	2
242	305	39	1
224	306	39	1
230	306	39	2
236	306	39	1
242	306	39	2
213	307	39	2
225	307	39	1
216	308	39	1
221	308	39	1
222	308	39	2
223	308	39	1
225	308	39	3
226	308	39	1
241	308	39	1
242	308	39	1
243	308	39	1
195	309	39	1
216	309	39	2
220	309	39	2
223	309	39	3
224	309	39	1
229	309	39	1
233	309	39	1
235	309	39	1
240	309	39	1
242	309	39	3
196	310	39	1
220	310	39	1
221	310	39	3
222	310	39	1
228	310	39	2
239	310	39	1
242	310	39	1
211	311	39	1
217	311	39	2
218	311	39	1
219	311	39	1
221	311	39	3
222	311	39	1
224	311	39	1
225	311	39	1
226	311	39	3
227	311	39	1
228	311	39	1
231	311	39	1
232	311	39	1
233	311	39	1
235	311	39	2
236	311	39	2
240	311	39	1
244	311	39	2
246	311	39	2
196	312	39	2
213	312	39	1
218	312	39	2
220	312	39	1
222	312	39	2
228	312	39	1
230	312	39	3
231	312	39	3
232	312	39	1
239	312	39	3
217	313	39	1
218	313	39	2
220	313	39	1
225	313	39	2
228	313	39	1
229	313	39	1
236	313	39	1
238	313	39	1
240	313	39	1
241	313	39	2
242	313	39	1
243	313	39	2
220	314	39	2
234	314	39	1
235	314	39	1
236	314	39	1
238	314	39	2
241	314	39	1
242	314	39	1
219	315	39	2
230	315	39	3
237	315	39	2
239	315	39	1
242	315	39	1
245	315	39	1
225	316	39	1
233	316	39	2
241	316	39	1
242	316	39	2
244	316	39	1
225	317	39	2
232	317	39	1
237	317	39	1
238	317	39	1
244	317	39	2
229	318	39	1
230	318	39	1
237	318	39	2
238	318	39	1
243	318	39	1
220	319	39	1
233	319	39	2
214	320	39	1
217	320	39	2
229	320	39	1
230	320	39	1
234	320	39	1
238	320	39	1
215	321	39	1
219	321	39	1
233	321	39	1
230	322	39	1
231	322	39	1
234	322	39	4
232	323	39	1
212	324	39	1
220	324	39	1
197	328	39	1
201	278	40	2
193	280	40	1
193	281	40	1
192	283	40	3
237	283	40	3
195	284	40	1
197	284	40	2
194	285	40	1
206	285	40	1
194	287	40	1
204	287	40	1
193	288	40	1
192	289	40	1
193	290	40	3
211	290	40	4
218	290	40	1
196	291	40	1
208	291	40	1
225	291	40	1
189	292	40	1
192	292	40	3
193	292	40	1
199	292	40	1
206	292	40	1
208	292	40	1
209	292	40	1
221	292	40	3
227	292	40	1
192	293	40	1
209	293	40	1
214	293	40	1
216	293	40	2
225	293	40	1
229	293	40	1
234	293	40	3
207	294	40	1
225	294	40	1
197	295	40	1
204	295	40	1
220	295	40	1
225	295	40	1
234	295	40	1
241	295	40	1
205	296	40	2
206	296	40	1
215	296	40	1
217	296	40	1
221	297	40	2
230	297	40	1
241	297	40	1
222	298	40	1
229	298	40	2
230	298	40	2
199	299	40	1
222	299	40	1
237	299	40	2
242	299	40	1
227	300	40	1
229	300	40	1
236	300	40	1
230	301	40	1
236	301	40	1
224	302	40	1
237	302	40	1
243	302	40	1
228	303	40	1
229	304	40	1
241	304	40	2
243	304	40	1
245	304	40	1
214	305	40	1
223	305	40	2
229	305	40	2
231	305	40	1
232	305	40	1
234	305	40	2
242	305	40	1
210	306	40	1
224	306	40	1
226	306	40	2
230	306	40	1
239	306	40	1
194	307	40	1
202	307	40	1
215	307	40	1
223	307	40	1
234	307	40	1
238	307	40	1
240	307	40	1
223	308	40	2
228	308	40	6
240	308	40	1
241	308	40	2
218	309	40	3
222	309	40	2
223	309	40	1
226	309	40	1
227	309	40	1
240	309	40	1
194	310	40	1
217	310	40	1
219	310	40	1
221	310	40	1
224	310	40	1
226	310	40	1
229	310	40	1
231	310	40	1
234	310	40	2
241	310	40	1
242	310	40	2
217	311	40	1
219	311	40	2
222	311	40	1
225	311	40	1
228	311	40	2
234	311	40	1
238	311	40	1
240	311	40	1
241	311	40	2
219	312	40	1
229	312	40	1
232	312	40	1
235	312	40	2
240	312	40	1
241	312	40	1
218	313	40	1
219	313	40	1
220	313	40	2
223	313	40	1
241	313	40	1
243	313	40	2
238	314	40	1
239	314	40	2
242	314	40	1
243	314	40	1
219	315	40	2
220	315	40	1
221	315	40	1
229	315	40	1
230	315	40	1
238	315	40	1
239	315	40	1
240	315	40	1
245	315	40	1
217	316	40	1
219	316	40	1
221	316	40	4
236	316	40	2
242	316	40	1
207	317	40	1
218	317	40	1
221	317	40	4
229	318	40	3
236	318	40	2
241	318	40	1
243	318	40	1
246	318	40	1
215	319	40	1
218	319	40	1
219	319	40	1
221	319	40	2
230	319	40	1
232	319	40	4
238	319	40	1
240	319	40	1
241	319	40	2
242	319	40	1
223	320	40	1
232	320	40	1
240	320	40	2
241	320	40	1
216	321	40	1
240	321	40	1
230	322	40	1
233	322	40	2
230	323	40	1
212	325	40	1
208	330	40	2
193	280	41	2
197	282	41	1
192	292	41	1
225	293	41	1
213	294	41	2
225	294	41	2
224	297	41	1
214	298	41	2
226	298	41	1
230	300	41	1
235	300	41	1
235	301	41	2
229	302	41	1
222	303	41	1
227	304	41	1
228	304	41	1
232	304	41	1
243	304	41	1
221	305	41	1
224	305	41	1
227	305	41	2
217	306	41	1
222	306	41	1
223	306	41	2
224	306	41	1
227	306	41	2
228	306	41	2
230	306	41	2
219	307	41	1
223	307	41	1
211	308	41	1
224	308	41	1
225	308	41	4
226	308	41	1
229	308	41	1
241	308	41	1
243	308	41	1
220	309	41	2
224	309	41	1
225	309	41	1
240	309	41	1
211	310	41	2
219	310	41	1
220	310	41	1
236	310	41	2
239	310	41	1
220	311	41	1
223	311	41	1
236	311	41	1
235	312	41	1
242	312	41	1
219	313	41	1
221	313	41	2
222	313	41	2
244	313	41	1
232	314	41	2
242	314	41	3
249	314	41	1
230	315	41	1
243	315	41	2
220	316	41	2
236	316	41	4
238	316	41	1
240	316	41	1
243	316	41	1
246	316	41	3
221	317	41	2
235	317	41	1
240	317	41	1
244	317	41	1
217	318	41	1
229	318	41	1
243	318	41	3
246	318	41	2
230	319	41	1
242	319	41	1
243	319	41	1
230	320	41	1
231	320	41	1
230	321	41	5
231	321	41	1
240	321	41	1
228	322	41	1
236	323	41	1
215	297	42	1
221	301	42	1
213	302	42	2
221	302	42	3
222	303	42	1
212	305	42	2
214	305	42	1
224	305	42	2
227	305	42	1
229	305	42	1
220	306	42	1
223	306	42	1
230	306	42	1
231	306	42	1
232	306	42	1
221	307	42	1
227	307	42	1
220	308	42	1
227	308	42	1
240	308	42	2
241	308	42	1
220	309	42	1
223	309	42	2
224	309	42	1
225	309	42	1
226	309	42	2
235	309	42	1
236	309	42	1
219	310	42	1
221	310	42	1
238	310	42	1
240	310	42	1
241	310	42	2
220	311	42	1
222	311	42	1
223	311	42	2
236	311	42	2
239	311	42	1
240	311	42	1
242	311	42	1
214	312	42	1
221	312	42	1
244	312	42	1
221	313	42	1
222	313	42	1
224	313	42	1
225	314	42	1
236	314	42	1
219	315	42	1
221	315	42	2
226	315	42	2
230	315	42	2
240	315	42	1
220	316	42	2
221	316	42	1
226	316	42	1
231	316	42	2
240	316	42	1
221	317	42	1
224	317	42	2
227	317	42	2
239	317	42	1
240	317	42	1
217	318	42	1
220	318	42	1
228	318	42	1
243	318	42	1
245	318	42	1
204	319	42	3
224	319	42	1
228	319	42	1
231	319	42	2
230	320	42	2
231	320	42	1
229	321	42	1
239	321	42	2
231	322	42	1
219	304	43	1
227	304	43	2
220	305	43	1
221	305	43	1
228	305	43	2
222	307	43	1
223	308	43	3
217	310	43	1
219	310	43	1
234	310	43	1
219	311	43	1
236	311	43	1
238	311	43	1
239	311	43	1
241	311	43	2
211	312	43	1
219	312	43	1
242	312	43	1
238	313	43	1
240	313	43	2
237	314	43	1
238	314	43	2
223	315	43	1
230	315	43	1
219	316	43	1
223	316	43	1
238	317	43	4
217	318	43	2
218	318	43	1
217	319	43	1
227	319	43	2
242	319	43	1
227	320	43	1
227	321	43	1
215	324	43	1
220	304	44	2
220	305	44	2
219	306	44	1
220	306	44	2
220	308	44	1
220	309	44	1
223	309	44	2
211	310	44	1
224	310	44	4
234	310	44	1
219	311	44	2
231	312	44	2
223	313	44	1
229	313	44	2
241	314	44	1
220	315	44	3
222	315	44	1
230	315	44	1
238	315	44	1
222	316	44	1
225	317	44	1
242	317	44	2
223	318	44	1
243	318	44	1
206	319	44	2
242	319	44	2
231	320	44	1
242	321	44	1
220	312	45	1
216	316	45	1
