x	y	z	Regulation of APC/C activators between G1/S and early anaphase
229	301	32	1
231	301	32	1
232	301	32	1
234	301	32	1
235	301	32	1
236	301	32	1
239	301	32	1
240	301	32	1
241	301	32	1
243	301	32	1
244	301	32	2
245	301	32	4
246	301	32	1
249	301	32	1
222	302	32	1
229	302	32	1
230	302	32	1
231	302	32	1
233	302	32	3
234	302	32	1
238	302	32	1
239	302	32	1
240	302	32	3
242	302	32	1
245	302	32	1
248	302	32	1
249	302	32	1
225	303	32	3
232	303	32	2
234	303	32	1
241	303	32	4
244	303	32	2
245	303	32	1
217	304	32	1
220	304	32	1
225	304	32	1
235	304	32	1
236	304	32	1
237	304	32	2
238	304	32	2
241	304	32	1
244	304	32	1
221	305	32	2
226	305	32	2
235	305	32	1
208	306	32	1
222	306	32	1
230	306	32	1
233	306	32	2
234	306	32	2
235	306	32	1
236	306	32	2
237	306	32	1
241	306	32	1
242	306	32	2
226	307	32	1
234	307	32	2
236	307	32	1
223	308	32	1
227	308	32	2
229	308	32	1
235	308	32	1
220	309	32	2
225	309	32	1
227	309	32	1
232	309	32	1
234	309	32	3
235	309	32	1
225	310	32	1
229	310	32	1
231	310	32	1
234	311	32	1
230	313	32	2
235	313	32	1
228	249	33	1
232	249	33	1
226	251	33	2
226	252	33	2
229	252	33	1
231	252	33	2
216	253	33	2
225	253	33	1
232	253	33	1
237	253	33	1
217	254	33	2
219	254	33	2
220	254	33	2
223	254	33	2
230	254	33	1
235	254	33	1
239	254	33	1
241	254	33	1
217	255	33	2
219	255	33	2
220	255	33	1
221	255	33	1
224	255	33	1
226	255	33	1
231	255	33	1
235	255	33	1
236	255	33	3
215	256	33	1
222	256	33	1
223	256	33	2
227	256	33	1
228	256	33	1
230	256	33	1
232	256	33	1
238	256	33	2
240	256	33	1
241	256	33	2
215	257	33	1
217	257	33	2
218	257	33	2
220	257	33	1
221	257	33	1
222	257	33	1
237	257	33	2
239	257	33	1
215	258	33	1
222	258	33	2
226	258	33	2
232	258	33	1
233	258	33	2
235	258	33	1
239	258	33	1
242	258	33	1
243	258	33	1
244	258	33	2
189	259	33	1
194	259	33	3
201	259	33	1
209	259	33	1
211	259	33	2
215	259	33	1
216	259	33	1
218	259	33	2
220	259	33	2
222	259	33	1
224	259	33	1
225	259	33	1
226	259	33	2
227	259	33	1
229	259	33	1
235	259	33	2
243	259	33	4
246	259	33	2
192	260	33	3
212	260	33	3
213	260	33	2
219	260	33	1
224	260	33	3
230	260	33	1
233	260	33	1
238	260	33	1
241	260	33	1
243	260	33	1
188	261	33	2
193	261	33	2
208	261	33	1
209	261	33	1
211	261	33	3
217.5	261.5	33.5	1
218	261	33	1
219	261	33	1
220	261	33	1
222	261	33	1
226	261	33	1
228	261	33	1
230	261	33	1
231	261	33	1
232	261	33	4
235	261	33	4
236	261	33	1
238	261	33	1
241	261	33	3
244	261	33	1
245	261	33	2
196	262	33	1
214	262	33	2
216	262	33	1
218	262	33	2
219	262	33	1
221	262	33	1
224	262	33	2
228	262	33	4
229	262	33	1
236	262	33	1
242	262	33	1
245	262	33	1
246	262	33	2
248	262	33	3
183	263	33	2
189	263	33	1
193	263	33	1
198	263	33	1
199	263	33	1
203	263	33	1
213	263	33	2
215	263	33	1
218	263	33	1
219	263	33	4
220	263	33	1
222	263	33	2
223	263	33	2
224	263	33	3
225	263	33	1
228	263	33	2
231	263	33	1
233	263	33	1
236	263	33	2
237	263	33	1
238	263	33	2
242	263	33	2
243	263	33	1
245	263	33	1
248	263	33	1
249	263	33	3
186	264	33	1
187	264	33	2
189	264	33	1
190	264	33	2
194	264	33	2
209	264	33	2
211	264	33	3
212	264	33	1
215	264	33	1
216	264	33	1
217	264	33	1
220	264	33	1
221	264	33	1
223	264	33	1
224	264	33	1
225	264	33	1
226	264	33	2
228	264	33	2
231	264	33	2
235	264	33	1
237	264	33	1
238	264	33	1
239	264	33	1
242	264	33	1
245	264	33	1
246	264	33	1
250	264	33	1
194	265	33	2
195	265	33	2
202	265	33	1
213	265	33	2
219	265	33	1
220	265	33	1
221	265	33	1
226	265	33	1
229	265	33	1
235	265	33	2
243	265	33	3
245	265	33	1
247	265	33	1
248	265	33	1
184	266	33	1
188	266	33	2
189	266	33	3
192	266	33	1
193	266	33	1
194	266	33	1
197	266	33	3
211	266	33	1
213	266	33	1
214	266	33	2
215	266	33	1
219	266	33	1
240	266	33	1
242	266	33	1
249	266	33	2
183	267	33	2
184	267	33	1
186	267	33	1
188	267	33	2
191	267	33	2
192	267	33	1
194	267	33	1
202	267	33	1
205	267	33	1
209	267	33	1
214	267	33	2
215	267	33	2
219	267	33	1
220	267	33	2
221	267	33	1
225	267	33	1
226	267	33	1
228	267	33	2
229	267	33	1
231	267	33	1
235	267	33	1
240	267	33	1
246	267	33	1
183	268	33	1
188	268	33	1
191	268	33	2
192	268	33	2
208	268	33	2
209	268	33	1
210	268	33	3
215	268	33	2
216	268	33	2
217	268	33	1
218	268	33	3
219	268	33	1
224	268	33	2
226	268	33	1
232	268	33	1
241	268	33	1
245	268	33	1
250	268	33	1
252	268	33	1
184	269	33	1
185	269	33	1
187	269	33	1
191	269	33	2
192	269	33	2
193	269	33	1
194	269	33	1
195	269	33	4
201	269	33	1
204	269	33	1
208	269	33	1
209	269	33	2
212	269	33	1
215	269	33	1
234	269	33	1
239	269	33	2
241	269	33	1
243	269	33	2
245	269	33	1
178	270	33	1
179	270	33	2
184	270	33	1
185	270	33	2
188	270	33	2
194	270	33	4
205	270	33	1
206	270	33	2
207	270	33	3
209	270	33	1
210	270	33	3
212	270	33	3
216	270	33	1
223	270	33	1
233	270	33	1
241	270	33	1
243	270	33	3
244	270	33	1
245	270	33	1
252	270	33	1
173	271	33	1
177	271	33	1
180	271	33	2
190	271	33	1
192	271	33	2
204	271	33	1
206	271	33	1
208	271	33	3
210	271	33	1
214	271	33	2
215	271	33	1
216	271	33	1
217	271	33	2
224	271	33	1
229	271	33	1
231	271	33	1
237	271	33	2
239	271	33	1
241	271	33	1
242	271	33	2
245	271	33	1
246	271	33	3
247	271	33	1
253	271	33	1
173	272	33	1
175	272	33	2
176	272	33	1
177	272	33	1
180	272	33	1
182	272	33	2
184	272	33	3
185	272	33	1
186	272	33	4
187	272	33	1
189	272	33	2
205	272	33	4
207	272	33	1
208	272	33	1
213	272	33	2
217	272	33	1
235	272	33	1
239	272	33	1
241	272	33	3
245	272	33	2
246	272	33	2
247	272	33	1
249	272	33	2
250	272	33	1
251	272	33	1
173	273	33	2
174	273	33	3
176	273	33	1
182	273	33	1
189	273	33	1
196	273	33	1
202	273	33	1
203	273	33	1
205	273	33	1
209	273	33	1
210	273	33	1
215	273	33	1
216	273	33	2
217	273	33	1
235	273	33	1
238	273	33	2
239	273	33	2
243	273	33	1
247	273	33	2
170	274	33	1
174	274	33	1
176	274	33	1
181	274	33	1
182	274	33	1
186	274	33	2
193	274	33	2
207	274	33	2
208	274	33	1
211	274	33	1
212	274	33	1
214	274	33	1
217	274	33	1
226	274	33	2
229	274	33	2
232	274	33	1
233	274	33	1
236	274	33	1
242	274	33	1
244	274	33	1
183	275	33	1
186	275	33	1
188	275	33	2
210	275	33	2
211	275	33	1
212	275	33	1
213	275	33	2
215	275	33	1
235	275	33	1
241	275	33	1
242	275	33	3
251	275	33	2
176	276	33	1
177	276	33	2
201	276	33	2
205	276	33	1
207	276	33	1
208	276	33	1
214	276	33	1
215	276	33	1
232	276	33	3
239	276	33	1
241	276	33	1
242	276	33	1
243	276	33	2
244	276	33	1
178	277	33	1
180	277	33	1
202	277	33	2
205	277	33	3
206	277	33	1
210	277	33	1
211	277	33	1
216	277	33	1
232	277	33	1
234	277	33	1
236	277	33	1
237	277	33	1
242	277	33	3
243	277	33	1
244	277	33	2
174	278	33	1
176	278	33	1
177	278	33	1
178	278	33	1
191	278	33	1
204	278	33	1
205	278	33	1
223	278	33	1
232	278	33	1
237	278	33	2
238	278	33	1
240	278	33	1
243	278	33	1
244	278	33	1
245	278	33	1
246	278	33	1
201	279	33	2
207	279	33	1
220	279	33	1
231	279	33	1
234	279	33	1
240	279	33	3
245	279	33	3
248	279	33	1
251	279	33	1
175	280	33	1
177	280	33	2
191	280	33	2
203	280	33	1
206	280	33	1
209	280	33	2
210	280	33	2
220	280	33	1
226	280	33	2
229	280	33	1
232	280	33	1
239	280	33	1
241	280	33	1
242	280	33	1
246	280	33	1
247	280	33	1
249	280	33	1
251	280	33	2
175	281	33	3
180	281	33	3
186	281	33	1
204	281	33	2
206	281	33	2
209	281	33	1
219	281	33	1
221	281	33	3
223	281	33	1
225	281	33	1
230	281	33	1
232	281	33	1
233	281	33	1
234	281	33	3
239	281	33	5
244	281	33	1
247	281	33	2
248	281	33	2
249	281	33	1
250	281	33	1
177	282	33	2
178	282	33	1
179	282	33	1
185	282	33	1
207	282	33	1
209	282	33	2
210	282	33	1
211	282	33	2
220	282	33	1
221	282	33	2
222	282	33	2
225	282	33	1
230	282	33	2
235	282	33	1
238	282	33	3
242	282	33	2
244	282	33	1
247	282	33	1
248	282	33	1
252	282	33	1
176	283	33	1
183	283	33	2
189	283	33	1
206	283	33	1
207	283	33	2
209	283	33	1
211	283	33	3
212	283	33	1
221	283	33	1
225	283	33	2
229	283	33	1
232	283	33	2
238	283	33	1
243	283	33	1
247	283	33	1
250	283	33	1
253	283	33	1
175	284	33	1
180	284	33	2
186	284	33	1
207	284	33	1
208	284	33	1
211	284	33	1
219	284	33	1
222	284	33	1
224	284	33	1
225	284	33	1
229	284	33	2
230	284	33	2
231	284	33	1
233	284	33	1
235	284	33	1
241	284	33	1
242	284	33	1
243	284	33	2
246	284	33	1
247	284	33	1
248	284	33	1
252	284	33	3
175	285	33	3
208	285	33	1
219	285	33	1
220	285	33	1
221	285	33	1
222	285	33	2
225	285	33	1
226	285	33	2
227	285	33	1
228	285	33	1
229	285	33	3
236	285	33	2
241	285	33	1
245	285	33	1
248	285	33	1
253	285	33	1
254	285	33	2
178	286	33	2
188	286	33	1
201	286	33	2
203	286	33	1
206	286	33	2
207	286	33	1
211	286	33	1
218	286	33	1
219	286	33	2
220	286	33	1
225	286	33	3
228	286	33	1
230	286	33	1
236	286	33	1
238	286	33	1
241.5	286.5	33.5	2
245	286	33	3
246	286	33	3
252	286	33	2
255	286	33	2
179	287	33	2
185	287	33	1
198	287	33	2
199	287	33	1
204	287	33	2
219	287	33	1
227	287	33	3
228	287	33	1
229	287	33	2
230	287	33	2
233	287	33	1
234	287	33	1
242	287	33	1
244	287	33	1
245	287	33	3
246	287	33	1
247	287	33	1
253	287	33	1
186	288	33	1
187	288	33	1
196	288	33	2
202	288	33	1
219	288	33	2
223	288	33	2
230	288	33	1
231	288	33	1
233	288	33	1
234	288	33	1
244	288	33	1
246	288	33	1
249	288	33	1
250	288	33	5
255	288	33	1
184	289	33	1
186	289	33	1
200	289	33	1
202	289	33	2
203	289	33	1
205	289	33	1
222	289	33	1
224	289	33	4
235	289	33	1
241.5	289.5	33.5	2
244	289	33	1
247	289	33	1
249	289	33	1
253	289	33	1
184	290	33	1
185	290	33	1
187	290	33	1
197	290	33	1
199	290	33	3
202	290	33	1
223	290	33	1
225	290	33	3
233	290	33	2
234	290	33	1
235	290	33	2
238	290	33	1
241	290	33	1
242	290	33	1
243	290	33	1
255	290	33	1
197	291	33	1
198	291	33	1
199	291	33	2
201	291	33	1
222	291	33	1
223	291	33	1
225	291	33	2
226	291	33	1
233	291	33	2
234	291	33	1
237	291	33	2
244	291	33	2
245	291	33	1
246	291	33	1
247	291	33	1
249	291	33	5
183	292	33	2
201	292	33	1
232	292	33	3
233	292	33	1
235	292	33	1
237	292	33	1
238	292	33	2
242	292	33	2
245	292	33	1
246	292	33	1
248	292	33	1
253	292	33	1
256	292	33	2
177	293	33	1
185	293	33	1
224	293	33	3
226	293	33	1
229	293	33	2
230	293	33	1
233	293	33	1
235	293	33	3
237	293	33	1
241	293	33	3
243	293	33	2
244	293	33	1
248	293	33	3
187	294	33	1
195	294	33	1
199	294	33	2
213	294	33	1
223	294	33	2
235	294	33	2
236	294	33	2
239	294	33	1
245	294	33	1
256	294	33	2
199	295	33	1
204	295	33	1
225	295	33	1
229	295	33	2
231	295	33	1
232	295	33	1
233	295	33	1
235	295	33	1
237	295	33	1
247	295	33	1
254	295	33	1
179	296	33	1
180	296	33	1
191	296	33	1
195	296	33	2
199	296	33	1
201	296	33	1
223	296	33	1
226	296	33	4
228	296	33	1
229	296	33	1
231	296	33	1
233	296	33	1
235	296	33	1
236	296	33	1
246	296	33	1
252	296	33	1
195	297	33	3
196	297	33	1
198	297	33	1
225	297	33	1
227	297	33	1
232	297	33	1
235	297	33	1
236	297	33	1
240	297	33	1
241	297	33	1
242	297	33	1
245	297	33	1
194	298	33	2
196	298	33	1
198	298	33	2
220	298	33	1
226	298	33	1
231	298	33	1
236	298	33	2
238	298	33	1
240	298	33	2
243	298	33	1
244	298	33	2
195	299	33	2
196	299	33	1
197	299	33	1
223	299	33	1
224	299	33	1
228	299	33	1
230	299	33	1
234	299	33	1
237	299	33	1
239	299	33	1
241	299	33	2
246	299	33	1
247	299	33	1
197	300	33	1
227	300	33	1
231	300	33	1
237	300	33	1
238	300	33	1
240	300	33	1
247	300	33	1
224	301	33	1
229	301	33	1
234	301	33	1
235	301	33	1
236	301	33	2
239	301	33	3
240	301	33	1
241	301	33	1
242	301	33	2
243	301	33	2
249	301	33	3
211	302	33	1
225	302	33	1
227	302	33	2
228	302	33	1
229	302	33	1
230	302	33	2
231	302	33	1
233	302	33	1
234	302	33	1
236	302	33	1
237	302	33	2
244	302	33	2
245	302	33	1
246	302	33	2
222	303	33	1
223	303	33	1
224	303	33	1
229	303	33	1
232	303	33	1
233	303	33	1
234	303	33	1
240	303	33	1
241	303	33	2
242	303	33	1
243	303	33	1
206	304	33	1
220	304	33	2
227	304	33	1
230	304	33	2
233	304	33	1
235	304	33	3
238	304	33	1
243	304	33	1
208	305	33	2
222	305	33	2
230	305	33	1
234	305	33	1
238	305	33	1
240	305	33	2
232	306	33	1
236	306	33	2
237	306	33	2
238	306	33	1
242	306	33	1
206	307	33	1
221	307	33	2
224	307	33	1
225	307	33	2
227	307	33	1
233	307	33	1
241	307	33	1
220	308	33	1
224	308	33	1
229	308	33	2
233	308	33	1
235	308	33	1
237	308	33	1
239	308	33	1
222	309	33	3
225	309	33	1
232	309	33	1
234	309	33	1
235	309	33	1
237	309	33	1
228	310	33	1
231	310	33	1
233	310	33	2
234	310	33	1
218	311	33	1
224	311	33	1
226	311	33	1
228	311	33	3
230	311	33	1
233	311	33	1
234	311	33	2
235	311	33	2
236	311	33	2
225	312	33	3
231	312	33	1
232	312	33	1
229	313	33	1
233	313	33	1
234	313	33	1
235	313	33	1
237	313	33	1
230	314	33	2
232	314	33	1
236	314	33	1
230	315	33	1
230	318	33	2
226	250	34	2
224	252	34	1
229	252	34	2
216	253	34	1
225	253	34	1
226	253	34	1
227	253	34	1
228	253	34	2
229	253	34	1
219	254	34	2
225	254	34	1
233	254	34	1
235	254	34	2
239	254	34	1
218	255	34	2
221	255	34	1
225	255	34	1
230	255	34	2
215	256	34	1
218	256	34	1
219	256	34	1
224	256	34	2
225	256	34	1
226	256	34	2
233	256	34	1
237	256	34	1
241	256	34	1
210	257	34	1
216	257	34	1
217	257	34	3
218	257	34	2
220	257	34	1
225	257	34	1
235	257	34	1
242	257	34	3
243	257	34	1
212	258	34	1
217	258	34	2
219	258	34	1
220	258	34	1
221	258	34	1
222	258	34	3
225	258	34	1
226	258	34	2
227	258	34	2
232	258	34	1
233	258	34	2
234	258	34	1
239	258	34	2
240	258	34	1
242	258	34	1
189	259	34	1
216	259	34	2
217	259	34	1
218	259	34	1
220	259	34	1
222	259	34	1
227	259	34	2
228	259	34	1
229	259	34	1
230	259	34	2
231	259	34	1
232	259	34	1
234	259	34	1
235	259	34	1
237	259	34	1
241	259	34	1
244	259	34	1
192	260	34	1
212	260	34	1
214	260	34	1
215	260	34	1
217	260	34	1
218	260	34	2
220	260	34	1
221	260	34	1
225	260	34	1
229	260	34	2
230	260	34	1
236	260	34	1
240	260	34	1
244	260	34	1
188	261	34	1
190	261	34	1
195	261	34	1
204	261	34	2
208	261	34	1
211	261	34	3
214	261	34	1
215	261	34	3
216	261	34	1
217	261	34	2
219	261	34	2
220	261	34	2
221	261	34	2
222	261	34	1
223	261	34	1
225	261	34	1
227	261	34	1
228	261	34	1
231	261	34	1
232	261	34	2
235	261	34	1
240	261	34	1
241	261	34	2
244	261	34	2
189	262	34	1
190	262	34	1
210	262	34	2
211	262	34	1
216	262	34	1
220	262	34	2
223	262	34	3
224	262	34	1
228	262	34	1
229	262	34	1
233	262	34	1
234	262	34	1
238	262	34	1
241	262	34	2
242	262	34	3
245	262	34	2
185	263	34	3
188	263	34	1
189	263	34	2
207	263	34	1
210	263	34	1
213	263	34	1
214	263	34	1
219	263	34	1
220	263	34	1
222	263	34	1
224	263	34	1
227	263	34	1
231	263	34	1
232	263	34	1
234	263	34	2
237	263	34	1
238	263	34	1
239	263	34	1
241	263	34	4
250	263	34	1
251	263	34	2
186	264	34	1
187	264	34	1
189	264	34	1
193	264	34	2
200	264	34	1
201	264	34	2
206	264	34	3
209	264	34	1
210	264	34	2
213	264	34	1
214	264	34	1
215	264	34	1
216	264	34	2
219	264	34	1
220	264	34	1
222	264	34	1
224	264	34	1
227	264	34	1
228	264	34	1
232	264	34	3
233	264	34	1
234	264	34	1
236	264	34	2
237	264	34	3
239	264	34	2
242	264	34	1
245	264	34	1
247	264	34	1
248	264	34	1
249	264	34	1
176	265	34	1
187	265	34	1
188	265	34	3
189	265	34	2
190	265	34	1
191	265	34	2
203	265	34	1
209	265	34	1
217	265	34	2
218	265	34	2
220	265	34	1
222	265	34	1
223	265	34	3
226	265	34	1
228	265	34	1
229	265	34	1
231	265	34	1
232	265	34	1
233	265	34	2
244	265	34	2
245	265	34	1
249	265	34	1
250	265	34	1
251	265	34	2
175	266	34	3
184	266	34	3
186	266	34	2
188	266	34	1
194	266	34	1
196	266	34	1
209	266	34	1
214	266	34	3
220	266	34	2
221	266	34	1
225	266	34	1
228	266	34	2
229	266	34	2
237	266	34	2
241	266	34	1
243	266	34	1
249	266	34	1
183	267	34	1
186	267	34	3
188	267	34	1
191	267	34	1
192	267	34	1
193	267	34	3
194	267	34	1
195	267	34	1
206	267	34	3
209	267	34	1
210	267	34	2
211	267	34	1
215	267	34	2
217	267	34	2
218	267	34	2
220	267	34	1
223	267	34	1
225	267	34	1
231	267	34	1
232	267	34	1
235	267	34	2
239	267	34	1
242	267	34	1
246	267	34	4
249	267	34	2
250	267	34	1
176	268	34	1
188	268	34	2
191	268	34	1
195	268	34	2
214	268	34	1
216	268	34	1
217	268	34	2
218	268	34	1
220	268	34	1
221	268	34	2
222	268	34	1
227	268	34	3
242	268	34	2
244	268	34	1
247	268	34	2
250	268	34	1
252	268	34	1
176	269	34	1
182	269	34	1
183	269	34	1
184	269	34	1
187	269	34	1
192	269	34	1
196	269	34	1
197	269	34	1
209	269	34	1
210	269	34	1
212	269	34	1
213	269	34	1
217	269	34	1
219	269	34	1
220	269	34	1
230	269	34	1
231	269	34	1
232	269	34	1
234	269	34	1
239	269	34	1
241	269	34	1
242	269	34	3
244	269	34	2
245	269	34	1
248	269	34	1
249	269	34	1
250	269	34	1
251	269	34	1
252	269	34	2
253	269	34	1
254	269	34	2
175	270	34	1
179	270	34	2
180	270	34	1
183	270	34	3
185	270	34	1
186	270	34	1
192	270	34	1
199	270	34	1
200	270	34	1
201	270	34	2
203	270	34	1
206	270	34	2
209	270	34	3
210	270	34	2
214	270	34	1
215	270	34	1
217	270	34	2
218	270	34	2
223	270	34	2
228	270	34	1
231	270	34	1
233	270	34	1
239	270	34	1
240	270	34	1
242	270	34	1
244	270	34	3
251	270	34	1
173	271	34	2
177	271	34	1
179	271	34	1
180	271	34	1
181	271	34	2
182	271	34	1
186	271	34	1
187	271	34	1
189	271	34	3
201	271	34	3
206	271	34	1
211	271	34	1
212	271	34	1
213	271	34	2
214	271	34	1
216	271	34	2
217	271	34	2
221	271	34	1
231	271	34	1
235	271	34	1
237	271	34	1
239	271	34	2
241	271	34	1
242	271	34	1
243	271	34	2
244	271	34	1
246	271	34	2
249	271	34	1
250	271	34	1
173	272	34	3
175	272	34	1
176	272	34	1
180	272	34	2
181	272	34	1
186	272	34	1
188	272	34	1
197	272	34	1
203	272	34	1
205	272	34	3
206	272	34	2
207	272	34	1
211	272	34	1
213	272	34	1
214	272	34	1
218	272	34	1
225	272	34	2
226	272	34	1
227	272	34	1
228	272	34	2
229	272	34	1
230	272	34	1
235	272	34	1
236	272	34	2
239	272	34	1
240	272	34	3
245	272	34	1
247	272	34	1
248	272	34	1
249	272	34	2
170	273	34	1
181	273	34	1
184	273	34	1
188	273	34	3
197	273	34	2
201	273	34	2
204	273	34	3
208	273	34	2
209	273	34	2
210	273	34	2
213	273	34	3
214	273	34	1
215	273	34	1
218	273	34	1
229	273	34	1
239	273	34	1
241	273	34	1
245	273	34	2
248	273	34	1
249	273	34	1
170	274	34	1
174	274	34	1
176	274	34	1
178	274	34	1
179	274	34	1
182	274	34	1
186	274	34	2
187	274	34	1
196	274	34	1
206	274	34	1
210	274	34	2
211	274	34	1
213	274	34	1
217	274	34	2
226	274	34	1
234	274	34	1
236	274	34	1
238	274	34	1
239	274	34	1
240	274	34	1
246	274	34	2
176	275	34	1
179	275	34	1
183	275	34	1
201	275	34	3
206	275	34	3
212	275	34	2
214	275	34	2
215	275	34	1
216	275	34	1
217	275	34	1
227	275	34	1
238	275	34	1
240	275	34	1
180	276	34	1
184	276	34	2
187	276	34	2
207	276	34	1
208	276	34	1
209	276	34	3
211	276	34	2
229	276	34	1
232	276	34	1
237	276	34	5
242	276	34	2
175	277	34	1
184	277	34	1
203	277	34	1
204	277	34	2
205	277	34	2
207	277	34	1
208	277	34	2
213	277	34	2
215	277	34	1
229	277	34	2
235	277	34	1
236	277	34	2
237	277	34	2
241	277	34	2
175	278	34	2
176	278	34	1
178	278	34	1
186	278	34	1
188	278	34	1
193	278	34	1
201	278	34	1
202	278	34	1
203	278	34	2
205	278	34	2
206	278	34	1
209	278	34	1
210	278	34	1
211	278	34	1
212	278	34	1
214	278	34	1
231	278	34	2
232	278	34	1
234	278	34	1
239	278	34	1
243	278	34	1
244	278	34	2
174	279	34	2
177	279	34	1
180	279	34	1
181	279	34	1
205	279	34	1
208	279	34	3
214	279	34	1
217	279	34	1
219	279	34	2
232	279	34	2
236	279	34	2
237	279	34	2
238	279	34	1
241	279	34	1
243	279	34	1
244	279	34	2
246	279	34	1
174	280	34	2
175	280	34	1
176	280	34	2
177	280	34	2
178	280	34	2
180	280	34	1
181	280	34	1
192	280	34	3
193	280	34	1
204	280	34	1
206	280	34	1
208	280	34	1
210	280	34	2
215	280	34	2
221	280	34	1
224	280	34	1
233	280	34	1
236	280	34	2
238	280	34	2
239	280	34	1
242	280	34	1
245	280	34	1
247	280	34	1
249	280	34	1
173	281	34	1
175	281	34	3
176	281	34	2
177	281	34	1
180	281	34	2
189	281	34	1
203	281	34	3
204	281	34	1
206	281	34	1
207	281	34	3
208	281	34	1
209	281	34	3
213	281	34	2
226	281	34	1
227	281	34	1
231	281	34	1
232	281	34	2
241	281	34	1
245	281	34	2
250	281	34	1
175	282	34	1
178	282	34	2
181	282	34	1
204	282	34	1
208	282	34	1
212	282	34	1
213	282	34	2
214	282	34	2
215	282	34	1
218	282	34	1
222	282	34	2
223	282	34	1
229	282	34	1
235	282	34	2
240	282	34	1
245	282	34	2
247	282	34	1
248	282	34	1
251	282	34	1
175	283	34	3
176	283	34	3
192	283	34	1
204	283	34	2
208	283	34	1
209	283	34	1
215	283	34	3
218	283	34	1
219	283	34	3
222	283	34	1
223	283	34	1
224	283	34	1
228	283	34	1
231	283	34	1
232	283	34	1
237	283	34	1
238	283	34	1
245	283	34	1
251	283	34	1
176	284	34	1
177	284	34	1
178	284	34	1
184	284	34	1
191	284	34	1
203	284	34	1
206	284	34	1
208	284	34	1
211	284	34	1
219	284	34	1
222	284	34	2
223	284	34	2
224	284	34	1
225	284	34	3
226	284	34	2
227	284	34	2
229	284	34	1
233	284	34	1
234	284	34	1
241	284	34	1
245	284	34	1
247	284	34	1
248	284	34	2
254	284	34	1
177	285	34	1
185	285	34	1
187	285	34	1
202	285	34	1
208	285	34	1
209	285	34	1
210	285	34	1
218	285	34	1
219	285	34	1
221	285	34	1
223	285	34	2
229	285	34	1
231	285	34	1
232	285	34	1
233	285	34	1
238	285	34	1
247	285	34	2
248	285	34	2
176	286	34	2
186	286	34	1
187	286	34	4
188	286	34	1
189	286	34	2
190	286	34	1
199	286	34	3
202	286	34	2
203	286	34	1
204	286	34	1
205	286	34	1
207	286	34	1
209	286	34	2
223	286	34	1
224	286	34	1
228	286	34	1
234	286	34	1
239	286	34	1
240	286	34	1
242	286	34	1
247	286	34	1
254	286	34	2
184	287	34	2
187	287	34	1
207	287	34	1
219	287	34	2
220	287	34	3
225	287	34	1
227	287	34	1
231	287	34	1
233	287	34	1
239	287	34	2
241	287	34	1
245	287	34	1
247	287	34	1
251	287	34	2
176	288	34	1
185	288	34	2
186	288	34	1
190	288	34	1
202	288	34	2
203	288	34	1
221	288	34	2
222	288	34	1
223	288	34	1
227	288	34	2
228	288	34	1
229	288	34	2
230	288	34	1
231	288	34	1
235	288	34	1
237	288	34	1
245	288	34	1
175	289	34	1
184	289	34	1
185	289	34	2
186	289	34	1
198	289	34	1
199	289	34	2
203	289	34	1
219	289	34	3
224	289	34	1
242	289	34	1
245	289	34	1
248	289	34	1
182	290	34	2
186	290	34	5
197	290	34	2
199	290	34	3
203	290	34	1
220	290	34	2
224	290	34	1
225	290	34	1
229	290	34	2
230	290	34	2
232	290	34	1
235	290	34	1
237	290	34	2
239	290	34	1
247	290	34	4
185	291	34	3
186	291	34	1
199	291	34	2
200	291	34	1
203	291	34	2
225	291	34	1
229	291	34	1
231	291	34	1
234	291	34	1
237	291	34	1
239	291	34	1
248	291	34	3
249	291	34	3
187	292	34	1
198	292	34	1
200	292	34	1
202	292	34	4
203	292	34	1
204	292	34	2
226	292	34	2
228	292	34	2
229	292	34	1
232	292	34	2
233	292	34	1
236	292	34	1
238	292	34	1
247	292	34	1
188	293	34	4
190	293	34	2
196	293	34	1
197	293	34	4
201	293	34	1
204	293	34	2
207	293	34	1
223	293	34	1
225	293	34	1
227	293	34	1
230	293	34	1
231	293	34	1
232	293	34	1
233	293	34	3
237	293	34	2
242	293	34	1
243	293	34	1
244	293	34	2
247	293	34	3
248	293	34	2
177	294	34	1
182	294	34	1
183	294	34	2
195	294	34	2
198	294	34	2
201	294	34	2
217	294	34	2
220	294	34	1
221	294	34	2
223	294	34	1
225	294	34	1
235	294	34	2
236	294	34	1
237	294	34	1
242	294	34	1
245	294	34	1
179	295	34	2
184	295	34	1
194	295	34	1
196	295	34	1
198	295	34	2
202	295	34	1
203	295	34	2
204	295	34	2
225	295	34	1
228	295	34	2
229	295	34	2
230	295	34	1
231	295	34	1
232	295	34	1
236	295	34	1
238	295	34	1
239	295	34	1
240	295	34	1
244	295	34	1
184	296	34	1
196	296	34	1
205	296	34	1
217	296	34	2
221	296	34	3
222	296	34	1
223	296	34	2
225	296	34	3
228	296	34	1
230	296	34	1
234	296	34	1
241	296	34	1
244	296	34	2
245	296	34	1
195	297	34	1
196	297	34	1
220	297	34	1
223	297	34	2
224	297	34	1
227	297	34	2
229	297	34	4
232	297	34	1
233	297	34	1
234	297	34	1
235	297	34	1
237	297	34	1
239	297	34	2
242	297	34	1
244	297	34	3
245	297	34	1
247	297	34	1
182	298	34	3
196	298	34	2
197	298	34	2
200	298	34	2
223	298	34	1
234	298	34	1
