x	y	z	NoRC negatively regulates rRNA expression
211	276	38	3
210	277	38	1
215	277	38	1
220	277	38	2
215	278	38	3
230	278	38	1
206	279	38	1
208	279	38	2
209	279	38	1
212	279	38	1
217	279	38	1
220	279	38	1
210	280	38	1
211	280	38	1
214	280	38	2
215	280	38	2
190	281	38	1
191	281	38	1
193	281	38	1
208	281	38	1
211	281	38	2
216	281	38	1
192	282	38	1
193	282	38	3
212	282	38	1
223	282	38	1
189	283	38	1
203	283	38	1
195	284	38	1
196	284	38	2
201	284	38	1
211	284	38	2
214	284	38	1
215	284	38	1
216	284	38	3
222	284	38	1
188	285	38	1
190	285	38	2
192	285	38	1
193	285	38	1
201	285	38	1
216	285	38	1
232	285	38	1
206	286	38	2
232	286	38	1
238	287	38	1
190	288	38	1
205	288	38	1
207	288	38	1
224	288	38	1
235	288	38	1
236	288	38	1
185	289	38	1
189	289	38	1
192	289	38	1
193	289	38	1
195	289	38	2
200	289	38	1
204	289	38	1
208	289	38	1
215	289	38	2
217	289	38	1
233	289	38	1
188	290	38	1
192	290	38	1
193	290	38	1
199	290	38	1
200	290	38	1
207	290	38	1
220	290	38	1
223	290	38	1
189	291	38	1
191	291	38	1
197	291	38	1
202	291	38	2
203	291	38	1
207	291	38	2
220	291	38	3
222	291	38	2
223	291	38	1
234	291	38	1
238	291	38	1
194	292	38	2
196	292	38	1
199	292	38	1
201	292	38	2
207	292	38	1
211	292	38	1
220	292	38	1
221	292	38	1
223	292	38	1
230	292	38	1
234	292	38	1
236	292	38	1
237	292	38	1
239	292	38	1
240	292	38	1
200	293	38	2
202	293	38	1
204	293	38	1
208	293	38	1
223	293	38	1
224	293	38	1
226	293	38	1
237	293	38	2
240	293	38	1
202	294	38	1
205	294	38	2
206	294	38	1
210	294	38	1
211	294	38	1
226	294	38	1
228	294	38	1
234	294	38	1
192	295	38	1
197	295	38	1
202	295	38	1
203	295	38	1
216	295	38	1
220	295	38	2
225	295	38	1
229	295	38	2
230	295	38	1
232	295	38	1
234	295	38	1
238	295	38	1
197	296	38	1
200	296	38	3
237	296	38	1
240	296	38	1
241	296	38	1
195	297	38	2
199	297	38	1
223	297	38	2
230	297	38	2
231	297	38	2
236	297	38	1
237	297	38	1
240	297	38	1
242	297	38	1
200	298	38	1
215	298	38	2
216	298	38	1
228	298	38	3
233	298	38	2
234	298	38	1
237	298	38	1
240	298	38	2
193	299	38	1
203	299	38	1
243	299	38	2
244	299	38	1
218	300	38	2
225	300	38	1
239	300	38	1
241	300	38	3
242	300	38	1
229	301	38	1
230	301	38	1
233	301	38	1
239	301	38	1
231	302	38	1
232	302	38	2
234	302	38	1
235	302	38	1
239	302	38	1
245	302	38	1
227	303	38	1
229	303	38	1
231	303	38	1
234	303	38	1
231	304	38	2
237	304	38	1
244	304	38	1
245	304	38	2
230	305	38	1
232	305	38	1
233	305	38	2
234	305	38	1
235	305	38	1
236	305	38	1
226	306	38	2
227	306	38	1
229	306	38	1
232	306	38	1
242	306	38	1
193	307	38	1
223	307	38	1
226	307	38	1
246	307	38	1
223	308	38	1
226	308	38	1
229	308	38	1
235	308	38	1
240	308	38	1
241	308	38	2
242	308	38	4
227	309	38	1
228	309	38	1
229	309	38	1
242	309	38	2
243	309	38	1
221	310	38	1
226	310	38	1
227	310	38	2
236	310	38	2
241	310	38	1
214	311	38	1
217	311	38	1
218	311	38	2
221	311	38	1
225	311	38	1
226	311	38	1
237	311	38	1
244	311	38	1
217	312	38	2
220	312	38	1
226	312	38	2
229	312	38	2
232	312	38	2
239	312	38	1
216	313	38	2
219	313	38	1
220	313	38	1
222	313	38	1
223	313	38	1
236	313	38	1
238	313	38	1
240	313	38	1
244	313	38	1
219	314	38	1
221	314	38	1
230	314	38	1
237	314	38	2
238	314	38	1
213	315	38	1
214	315	38	4
236	315	38	1
237	315	38	2
243	315	38	1
244	315	38	2
211	317	38	1
219	317	38	1
231	317	38	1
236	317	38	2
239	317	38	1
240	317	38	1
242	317	38	2
243	317	38	1
243	318	38	1
218	319	38	1
237	319	38	1
239	319	38	2
242	319	38	1
229	320	38	1
232	320	38	1
212	321	38	1
233	321	38	1
231	322	38	1
233	322	38	1
219	323	38	1
235	323	38	1
188	269	39	1
192	270	39	1
216	270	39	1
217	270	39	1
189	273	39	1
213	274	39	2
214	274	39	1
214	275	39	1
216	275	39	1
218	276	39	1
214	277	39	1
210	278	39	1
216	278	39	1
206	279	39	1
216	279	39	2
217	279	39	2
215	280	39	1
223	281	39	1
195	282	39	1
212	282	39	1
214	282	39	1
215	282	39	1
226	282	39	1
196	283	39	1
202	283	39	1
203	283	39	1
203	284	39	1
207	284	39	2
192	285	39	1
199	285	39	1
187	286	39	1
196	286	39	1
201	286	39	1
203	286	39	1
206	286	39	1
221	286	39	1
233	286	39	1
187	287	39	1
190	287	39	1
196	287	39	1
198	287	39	1
215	287	39	1
239	287	39	2
206	288	39	1
218	288	39	1
190	289	39	1
191	289	39	1
193	289	39	1
203	289	39	1
217	289	39	1
239	289	39	2
188	290	39	1
200	290	39	2
207	290	39	1
215	290	39	1
218	290	39	2
193	291	39	1
204	291	39	1
238	291	39	1
239	291	39	1
240	291	39	1
208	292	39	2
213	292	39	2
230	292	39	1
234	292	39	3
239	292	39	1
242	292	39	3
197	293	39	1
207	293	39	1
208	293	39	1
220	293	39	1
221	293	39	3
224	293	39	2
238	293	39	2
240	293	39	1
200	294	39	4
202	294	39	1
206	294	39	1
221	294	39	1
225	294	39	1
230	294	39	1
234	294	39	1
236	294	39	1
237	294	39	1
197	295	39	1
203	295	39	1
207	295	39	1
216	295	39	1
225	295	39	1
236	295	39	1
238	295	39	1
240	295	39	1
241	295	39	1
220	296	39	1
223	296	39	1
235	296	39	2
239	296	39	1
194	297	39	1
195	297	39	1
198	297	39	1
206	297	39	3
215	297	39	1
220	297	39	2
221	297	39	2
224	297	39	1
225	297	39	2
233	297	39	1
235	297	39	1
240	297	39	1
200	298	39	2
213	298	39	1
214	298	39	1
221	298	39	1
229	298	39	1
232	298	39	2
239	298	39	1
214	299	39	1
225	299	39	1
226	299	39	1
228	299	39	1
230	299	39	1
237	299	39	1
241	299	39	1
242	299	39	1
227	300	39	1
229	300	39	1
232	300	39	2
233	300	39	1
227	301	39	1
228	301	39	1
230	301	39	1
233	301	39	1
233	302	39	1
226	303	39	1
230	303	39	2
233	303	39	1
210	304	39	1
225	304	39	1
230	304	39	1
231	304	39	2
233	304	39	1
244	304	39	1
194	305	39	1
224	305	39	1
226	305	39	1
227	305	39	3
236	305	39	1
240	305	39	1
241	305	39	1
223	306	39	2
224	306	39	1
225	306	39	2
227	306	39	2
229	306	39	1
230	306	39	1
236	306	39	1
239	306	39	1
241	306	39	1
242	306	39	1
213	307	39	3
225	307	39	1
226	307	39	1
235	307	39	1
223	308	39	1
226	308	39	1
229	308	39	1
240	308	39	1
241	308	39	1
243	308	39	1
216	309	39	1
218	309	39	1
220	309	39	1
225	309	39	1
227	309	39	1
228	309	39	1
229	309	39	1
235	309	39	1
242	309	39	1
217	310	39	1
222	310	39	1
223	310	39	1
226	310	39	1
239	310	39	1
211	311	39	1
217	311	39	1
220	311	39	1
222	311	39	1
226	311	39	3
236	311	39	1
246	311	39	2
196	312	39	1
211	312	39	1
213	312	39	1
222	312	39	1
229	312	39	1
230	312	39	2
231	312	39	1
219	313	39	1
220	313	39	1
221	313	39	1
224	313	39	1
227	313	39	1
229	313	39	1
236	313	39	1
239	313	39	1
241	313	39	1
242	313	39	1
216	314	39	1
219	314	39	1
229	314	39	1
234	314	39	1
235	314	39	1
239	314	39	1
242	314	39	2
217	315	39	1
220	315	39	1
229	315	39	1
237	315	39	2
217	316	39	2
225	316	39	2
242	316	39	1
211	317	39	1
236	317	39	1
240	317	39	2
242	317	39	1
229	318	39	1
235	318	39	1
237	318	39	1
243	318	39	2
220	319	39	1
230	319	39	3
226	320	39	2
241	320	39	1
219	321	39	1
229	321	39	1
230	321	39	1
234	321	39	2
234	322	39	1
234	323	39	1
211	324	39	2
208	327	39	2
193	280	40	2
197	283	40	1
195	284	40	1
191	285	40	1
206	285	40	1
206	286	40	2
194	287	40	1
193	288	40	2
206	288	40	1
210	288	40	1
211	290	40	1
191	291	40	3
192	291	40	1
196	291	40	1
206	291	40	1
192	292	40	1
199	292	40	1
208	292	40	1
209	292	40	2
210	292	40	1
212	292	40	1
227	292	40	1
192	293	40	1
194	293	40	1
214	293	40	2
216	293	40	1
223	293	40	1
234	293	40	2
207	294	40	1
209	294	40	1
210	294	40	1
221	294	40	1
237	294	40	1
239	294	40	1
220	295	40	1
200	296	40	1
203	296	40	1
205	296	40	1
206	296	40	1
215	296	40	1
234	296	40	1
240	296	40	1
205	297	40	1
207	297	40	2
230	297	40	1
236	297	40	1
222	298	40	1
223	298	40	1
225	298	40	1
230	298	40	2
199	299	40	1
229	299	40	2
230	299	40	1
231	299	40	1
242	299	40	1
225	300	40	1
229	300	40	1
237	300	40	2
229	301	40	1
230	301	40	1
236	301	40	1
224	302	40	1
231	302	40	1
232	302	40	1
237	302	40	1
243	302	40	1
235	304	40	2
229	305	40	1
230	305	40	2
231	305	40	1
242	305	40	1
210	306	40	1
212	306	40	1
224	306	40	1
225	306	40	1
230	306	40	1
239	306	40	1
238	307	40	1
240	307	40	2
243	307	40	1
224	308	40	1
228	308	40	1
233	308	40	1
239	308	40	1
240	308	40	1
215	309	40	1
223	309	40	1
225	310	40	1
231	310	40	1
219	311	40	2
231	311	40	1
240	311	40	1
241	311	40	1
220	312	40	1
232	312	40	1
240	312	40	2
241	312	40	1
242	312	40	1
216	313	40	1
219	313	40	1
235	313	40	1
243	313	40	1
236	314	40	1
238	314	40	1
239	314	40	1
217	315	40	2
221	315	40	1
237	315	40	2
240	315	40	1
242	315	40	3
216	316	40	1
219	316	40	1
220	316	40	1
221	316	40	1
236	316	40	3
237	316	40	1
238	316	40	1
242	316	40	2
243	316	40	1
227	317	40	1
236	317	40	1
238	318	40	1
241	318	40	1
243	318	40	1
215	319	40	2
221	319	40	1
230	319	40	2
237	319	40	1
242	319	40	1
243	319	40	1
221	320	40	1
230	320	40	1
232	320	40	1
241	320	40	1
216	321	40	1
240	321	40	1
230	322	40	1
212	324	40	2
229	324	40	1
212	325	40	1
213	329	40	2
193	280	41	1
217	292	41	1
193	293	41	1
225	293	41	3
209	294	41	1
214	298	41	2
226	298	41	1
235	300	41	1
220	304	41	1
232	304	41	2
221	305	41	1
228	305	41	1
229	305	41	1
231	305	41	1
222	306	41	1
224	306	41	2
230	306	41	1
219	307	41	2
223	307	41	3
225	307	41	1
211	308	41	1
224	308	41	1
225	308	41	1
229	308	41	2
239	308	41	2
243	308	41	1
220	309	41	1
224	309	41	2
225	309	41	2
240	309	41	1
219	310	41	1
221	310	41	1
224	310	41	1
239	310	41	1
222	311	41	2
216	312	41	1
225	312	41	1
219	313	41	1
221	313	41	2
238	313	41	2
244	313	41	1
245	313	41	1
242	314	41	1
249	314	41	1
218	315	41	1
220	315	41	1
216	316	41	1
220	316	41	3
236	316	41	3
241	316	41	1
246	316	41	1
249	316	41	1
221	317	41	1
240	317	41	1
245	317	41	1
218	318	41	1
219	318	41	1
230	318	41	1
245	318	41	1
230	319	41	1
242	319	41	1
243	319	41	2
245	319	41	1
230	320	41	1
241	320	41	1
229	321	41	1
240	321	41	1
230	322	41	1
221	301	42	2
213	302	42	1
221	302	42	2
212	305	42	1
214	305	42	1
223	306	42	1
232	306	42	1
226	307	42	1
227	307	42	2
239	308	42	1
240	308	42	1
223	309	42	2
226	309	42	1
235	309	42	1
242	309	42	2
222	310	42	1
236	310	42	2
240	310	42	1
241	310	42	1
220	311	42	1
222	311	42	1
223	311	42	1
222	312	42	1
241	312	42	1
243	312	42	1
217	313	42	3
222	313	42	1
234	313	42	1
240	313	42	3
222	315	42	1
226	315	42	1
230	315	42	1
240	315	42	1
241	315	42	1
218	316	42	1
238	316	42	1
221	317	42	1
223	317	42	1
224	317	42	1
227	317	42	1
238	317	42	1
219	318	42	1
220	318	42	1
228	318	42	1
204	319	42	1
228	319	42	1
230	319	42	1
241	319	42	1
242	319	42	1
226	320	42	1
228	320	42	1
229	320	42	1
230	321	42	2
219	304	43	1
227	304	43	1
222	307	43	1
220	308	43	1
222	308	43	1
218	310	43	1
219	310	43	1
219	311	43	1
225	311	43	1
234	311	43	1
236	311	43	2
238	311	43	1
220	312	43	1
242	312	43	1
236	313	43	1
238	313	43	1
223	315	43	3
229	315	43	2
230	315	43	1
238	315	43	1
223	316	43	1
241	316	43	1
238	317	43	2
217	318	43	2
218	318	43	2
217	319	43	1
229	321	43	1
215	324	43	1
220	304	44	1
220	305	44	1
219	306	44	1
220	306	44	1
220	308	44	1
211	310	44	1
224	310	44	1
234	310	44	1
239	311	44	1
223	312	44	1
243	312	44	1
223	313	44	1
229	313	44	1
237	314	44	1
220	315	44	1
231	317	44	1
243	318	44	1
231	320	44	2
220	312	45	2
