x	y	z	Activation of gene expression by SREBF (SREBP)
201	293	35	1
218	293	35	1
222	293	35	1
227	293	35	1
239	293	35	1
185	294	35	1
187	294	35	2
188	294	35	1
190	294	35	1
195	294	35	1
218	294	35	2
220	294	35	1
221	294	35	4
222	294	35	1
226	294	35	1
234	294	35	1
237	294	35	1
245	294	35	1
191	295	35	1
197	295	35	1
202	295	35	1
204	295	35	2
218	295	35	1
227	295	35	1
230	295	35	2
231	295	35	1
233	295	35	2
245	295	35	1
247	295	35	2
249	295	35	2
180	296	35	2
196	296	35	1
201	296	35	1
202	296	35	1
203	296	35	1
205	296	35	2
217	296	35	1
221	296	35	1
228	296	35	1
236	296	35	2
245	296	35	1
196	297	35	1
198	297	35	1
200	297	35	3
226	297	35	1
227	297	35	1
232	297	35	1
233	297	35	2
237	297	35	1
238	297	35	2
240	297	35	1
220	298	35	2
221	298	35	1
223	298	35	1
236	298	35	1
245	298	35	1
246	298	35	1
229	299	35	2
235	299	35	1
236	299	35	1
194	300	35	1
224	300	35	2
225	300	35	1
236	300	35	1
237	300	35	1
235	301	35	1
238	301	35	1
239	301	35	2
244	301	35	1
200	302	35	1
223	302	35	1
225	302	35	1
226	302	35	1
233	302	35	1
244	302	35	3
223	303	35	1
226	303	35	1
232	303	35	1
236	303	35	1
243	303	35	2
221	304	35	2
225	304	35	1
226	304	35	1
228	304	35	1
241	304	35	1
244	304	35	1
227	305	35	1
237	305	35	1
199	306	35	1
204	306	35	1
242	306	35	1
198	307	35	1
224	307	35	1
227	307	35	1
231	307	35	2
232	307	35	1
233	307	35	1
238	307	35	1
240	307	35	1
241	307	35	1
243	307	35	1
221	308	35	1
229	308	35	1
229	309	35	2
219	310	35	1
220	310	35	1
225	310	35	2
227	310	35	1
230	310	35	1
231	310	35	1
238	310	35	1
219	311	35	1
222	311	35	1
224	311	35	1
230	311	35	1
232	311	35	1
234	311	35	1
238	311	35	2
232	312	35	1
242	312	35	2
221	313	35	1
228	313	35	1
229	313	35	1
230	313	35	1
235	313	35	2
240	313	35	2
221	314	35	3
228	314	35	1
226	315	35	1
236	315	35	1
238	315	35	1
234	316	35	1
227	317	35	1
233	318	35	1
236	318	35	2
237	318	35	1
238	318	35	1
240	319	35	1
222	253	36	1
224	253	36	1
229	254	36	2
224	255	36	1
219	256	36	1
223	256	36	1
219	257	36	1
226	257	36	1
216	258	36	1
221	258	36	1
222	258	36	1
224	258	36	1
225	258	36	1
217	259	36	2
224	259	36	1
225	259	36	1
227	259	36	2
232	259	36	1
233	259	36	1
237	259	36	2
217	260	36	1
223	260	36	1
224	260	36	1
226	260	36	1
237	260	36	1
238	260	36	1
220	261	36	1
229	261	36	1
239	261	36	3
210	262	36	1
229	262	36	1
232	262	36	1
245	262	36	1
191	263	36	1
211	263	36	1
214	263	36	1
219	263	36	3
221	263	36	1
225	263	36	1
226	263	36	1
231	263	36	1
237	263	36	1
239	263	36	2
242	263	36	1
249	263	36	1
186	264	36	2
188	264	36	1
206	264	36	1
209	264	36	1
210	264	36	1
212	264	36	2
213	264	36	1
216	264	36	1
218	264	36	1
231	264	36	1
233	264	36	1
238	264	36	2
250	264	36	2
185	265	36	3
226	265	36	1
232	265	36	1
240	265	36	1
242	265	36	1
243	265	36	1
248	265	36	1
196	266	36	1
241	266	36	2
193	267	36	3
195	267	36	1
196	267	36	1
202	267	36	2
212	267	36	2
214	267	36	1
219	267	36	1
249	267	36	1
188	268	36	1
196	268	36	1
222	268	36	2
237	268	36	1
240	268	36	1
185	269	36	1
186	269	36	1
188	269	36	1
214	269	36	1
229	269	36	1
238	269	36	2
248	269	36	3
185	270	36	2
189	270	36	2
192	270	36	3
203	270	36	1
214	270	36	1
220	270	36	1
230	270	36	1
231	270	36	1
232	270	36	1
235	270	36	1
239	270	36	1
240	270	36	2
241	270	36	1
248	270	36	1
188	271	36	1
191	271	36	1
208	271	36	2
212	271	36	1
215	271	36	1
233	271	36	1
238	271	36	1
249	271	36	1
178	272	36	1
179	272	36	1
206	272	36	1
213	272	36	1
214	272	36	1
217	272	36	1
218	272	36	1
219	272	36	1
231	272	36	1
236	272	36	1
240	272	36	1
185	273	36	1
186	273	36	1
191	273	36	1
204	273	36	1
207	273	36	1
210	273	36	1
217	273	36	3
178	274	36	1
206	274	36	1
208	274	36	1
210	274	36	1
211	274	36	1
214	274	36	1
215	274	36	1
216	274	36	2
217	274	36	1
220	274	36	1
233	274	36	1
236	274	36	1
208	275	36	1
219	275	36	1
181	276	36	1
186	276	36	1
206	276	36	2
212	276	36	1
213	276	36	1
215	276	36	1
232	276	36	1
241	276	36	1
175	277	36	2
205	277	36	1
211	277	36	1
214	277	36	1
217	277	36	1
223	277	36	1
232	277	36	1
201	278	36	1
208	278	36	3
214	278	36	1
224	278	36	2
234	278	36	1
187	279	36	1
193	279	36	1
206	279	36	1
220	279	36	1
223	279	36	2
174	280	36	1
191	280	36	2
208	280	36	1
210	280	36	1
212	280	36	1
213	280	36	1
214	280	36	1
219	280	36	1
234	280	36	1
173	281	36	1
179	281	36	1
189	281	36	1
191	281	36	1
193	281	36	1
212	281	36	1
217	281	36	1
222	281	36	1
223	281	36	2
172	282	36	1
181	282	36	1
189	282	36	2
201	282	36	1
206	282	36	1
208	282	36	1
215	282	36	1
220	282	36	1
226	282	36	1
232	282	36	1
181	283	36	1
187	283	36	1
189	283	36	1
204	283	36	1
205	283	36	2
208	283	36	1
209	283	36	1
210	283	36	1
212	283	36	1
215	283	36	2
216	283	36	1
218	283	36	1
219	283	36	1
225	283	36	2
231	283	36	1
240	283	36	2
201	284	36	1
203	284	36	1
209	284	36	2
210	284	36	2
213	284	36	1
215	284	36	1
224	284	36	2
231	284	36	1
232	284	36	2
190	285	36	1
201	285	36	2
210	285	36	1
218	285	36	1
221	285	36	1
241	285	36	2
243	285	36	1
245	285	36	1
247	285	36	1
188	286	36	1
200	286	36	1
203	286	36	1
204	286	36	1
211	286	36	1
213	286	36	1
228	286	36	1
234	286	36	1
190	287	36	1
198	287	36	1
201	287	36	1
204	287	36	1
205	287	36	1
208	287	36	1
220	287	36	1
222	287	36	1
226	287	36	1
229	287	36	2
230	287	36	1
238	287	36	2
241	287	36	2
243	287	36	1
245	287	36	1
176	288	36	1
186	288	36	1
188	288	36	2
192	288	36	1
203	288	36	2
206	288	36	1
210	288	36	1
220	288	36	1
237	288	36	1
240	288	36	1
241	288	36	1
185	289	36	1
195	289	36	1
223	289	36	1
230	289	36	1
235	289	36	1
237	289	36	1
239	289	36	1
241	289	36	2
202	290	36	2
222	290	36	2
231	290	36	1
232	290	36	1
234	290	36	2
243	290	36	2
184	291	36	1
194	291	36	1
195	291	36	1
197	291	36	1
202	291	36	1
224	291	36	1
233	291	36	1
237	291	36	1
240	291	36	2
245	291	36	1
187	292	36	2
200	292	36	1
203	292	36	1
208	292	36	2
221	292	36	2
225	292	36	1
233	292	36	1
238	292	36	1
244	292	36	1
245	292	36	2
182	293	36	2
199	293	36	1
205	293	36	1
206	293	36	1
224	293	36	1
227	293	36	1
229	293	36	1
232	293	36	1
237	293	36	1
240	293	36	1
242	293	36	2
182	294	36	1
190	294	36	1
195	294	36	1
201	294	36	1
224	294	36	1
225	294	36	1
230	294	36	1
231	294	36	2
233	294	36	2
237	294	36	2
241	294	36	1
243	294	36	1
244	294	36	1
198	295	36	1
199	295	36	1
204	295	36	1
207	295	36	1
225	295	36	1
226	295	36	2
229	295	36	2
230	295	36	1
241	295	36	2
242	295	36	1
230	296	36	1
241	296	36	1
243	296	36	1
244	296	36	1
245	296	36	1
201	297	36	1
217	297	36	2
228	297	36	1
229	297	36	2
235	297	36	1
242	297	36	1
244	297	36	2
199	298	36	1
202	298	36	1
203	298	36	1
230	298	36	1
240	298	36	1
237	299	36	2
240	299	36	1
241	299	36	1
244	299	36	1
225	300	36	1
230	300	36	1
232	300	36	1
233	300	36	1
237	300	36	1
240	300	36	1
241	300	36	1
228	301	36	1
229	301	36	1
232	301	36	1
243	301	36	1
227	302	36	2
229	302	36	1
231	302	36	1
233	302	36	1
225	303	36	1
227	303	36	2
228	303	36	1
234	303	36	1
235	303	36	1
236	303	36	1
242	303	36	1
223	304	36	1
232	304	36	1
226	305	36	1
223	306	36	1
224	306	36	1
240	306	36	1
244	306	36	1
226	307	36	1
240	307	36	1
223	308	36	1
225	308	36	1
227	308	36	1
228	308	36	2
243	308	36	2
224	309	36	1
227	309	36	1
228	309	36	2
232	309	36	2
234	309	36	1
236	309	36	1
216	310	36	1
219	310	36	2
229	310	36	1
231	310	36	2
240	310	36	2
243	310	36	1
211	311	36	2
213	311	36	1
214	311	36	1
223	311	36	1
225	311	36	1
230	311	36	1
234	311	36	1
235	311	36	2
218	312	36	1
225	312	36	2
226	312	36	2
244	312	36	1
216	313	36	1
227	313	36	1
230	314	36	1
232	314	36	1
220	315	36	1
243	315	36	1
232	316	36	1
234	316	36	1
238	317	36	1
235	318	36	1
237	318	36	1
238	318	36	2
236	319	36	1
239	319	36	1
227	258	37	1
228	258	37	1
226	259	37	1
224	260	37	2
227	260	37	1
235	260	37	1
217	261	37	1
226	261	37	1
227	261	37	1
229	262	37	1
217	263	37	1
222	263	37	1
224	264	37	1
229	264	37	2
238	264	37	1
207	265	37	2
215	265	37	1
246	265	37	2
193	266	37	1
243	266	37	1
183	267	37	1
189	267	37	1
191	267	37	1
193	267	37	1
210	267	37	1
211	267	37	1
219	267	37	1
237	267	37	2
239	267	37	2
241	267	37	1
189	268	37	1
211	268	37	1
215	268	37	1
219	268	37	1
240	268	37	1
193	269	37	1
194	269	37	1
204	269	37	1
210	269	37	1
218	269	37	1
219	269	37	1
190	270	37	1
217	270	37	1
220	270	37	1
221	270	37	1
232	270	37	1
235	270	37	1
218	271	37	1
219	271	37	1
220	271	37	2
208	273	37	2
215	273	37	1
216	273	37	1
236	273	37	1
210	274	37	2
212	274	37	1
207	275	37	1
213	275	37	1
216	275	37	1
219	275	37	1
220	275	37	1
208	276	37	2
209	276	37	1
211	276	37	1
219	276	37	1
188	277	37	1
206	277	37	2
195	278	37	1
212	278	37	1
191	279	37	1
210	279	37	1
215	279	37	1
231	279	37	2
208	280	37	2
189	281	37	1
213	281	37	1
191	282	37	1
213	282	37	1
214	282	37	1
221	282	37	1
223	282	37	1
193	283	37	1
204	283	37	1
207	283	37	1
196	284	37	1
206	284	37	2
212	284	37	1
187	285	37	1
195	285	37	1
198	285	37	1
202	285	37	1
239	285	37	1
215	286	37	1
219	286	37	1
226	286	37	1
236	286	37	1
241	286	37	2
187	287	37	1
188	287	37	1
221	287	37	2
248	287	37	1
190	288	37	1
192	288	37	2
193	288	37	1
195	288	37	1
201	288	37	1
205	288	37	1
221	288	37	1
234	288	37	1
237	288	37	1
240	288	37	1
186	289	37	1
191	289	37	1
200	289	37	1
208	289	37	1
219	289	37	1
224	289	37	1
239	289	37	1
240	289	37	1
186	290	37	1
195	290	37	1
202	290	37	1
230	290	37	2
232	290	37	1
234	290	37	1
237	290	37	1
243	290	37	1
203	291	37	1
221	291	37	1
224	291	37	1
229	291	37	1
236	291	37	1
240	291	37	1
226	292	37	2
232	292	37	1
234	292	37	1
235	292	37	1
236	292	37	1
190	293	37	1
201	293	37	1
225	293	37	1
202	294	37	2
205	294	37	1
230	294	37	1
232	294	37	3
233	294	37	1
237	294	37	2
239	294	37	1
240	294	37	1
225	295	37	1
229	295	37	1
231	295	37	3
237	295	37	1
240	295	37	1
241	295	37	1
243	295	37	1
244	295	37	2
199	296	37	2
201	296	37	1
222	296	37	1
225	296	37	1
234	296	37	1
235	296	37	1
237	296	37	2
241	296	37	2
194	297	37	1
196	297	37	1
204	297	37	1
220	297	37	1
230	297	37	1
241	297	37	1
243	297	37	1
202	298	37	1
229	298	37	1
240	298	37	1
242	298	37	1
243	298	37	1
245	298	37	1
231	299	37	1
233	299	37	1
240	299	37	1
242	299	37	1
243	299	37	1
231	300	37	1
236	300	37	1
227	301	37	1
241	301	37	2
244	301	37	1
226	302	37	1
232	302	37	1
233	302	37	1
232	303	37	1
227	304	37	1
228	304	37	1
229	305	37	2
223	306	37	1
240	306	37	1
242	306	37	1
239	307	37	1
225	308	37	1
226	308	37	1
240	308	37	1
226	309	37	1
227	309	37	1
239	309	37	1
224	310	37	1
227	310	37	1
225	311	37	1
225	312	37	1
230	312	37	1
216	313	37	1
230	313	37	2
238	313	37	1
221	314	37	2
229	314	37	1
236	314	37	1
237	314	37	1
211	315	37	1
229	315	37	1
230	315	37	1
236	315	37	1
238	316	37	1
211	317	37	2
237	317	37	1
232	318	37	1
240	318	37	1
233	322	37	1
226	260	38	3
228	260	38	1
227	261	38	3
228	261	38	2
238	261	38	1
224	262	38	1
227	262	38	1
229	263	38	1
232	263	38	2
231	264	38	1
226	265	38	1
237	265	38	1
214	266	38	1
217	266	38	1
211	269	38	2
192	270	38	1
193	270	38	1
211	271	38	1
218	271	38	1
193	272	38	1
211	272	38	1
217	272	38	1
232	272	38	1
236	272	38	1
201	273	38	1
208	273	38	1
209	274	38	1
211	274	38	1
212	274	38	1
213	274	38	2
216	274	38	1
216	275	38	1
217	275	38	1
191	276	38	1
210	276	38	1
214	276	38	2
219	276	38	1
206	277	38	1
207	277	38	1
215	278	38	1
217	278	38	1
218	278	38	1
206	279	38	1
208	279	38	1
193	280	38	1
214	280	38	1
215	280	38	1
211	281	38	1
215	281	38	1
191	282	38	1
210	282	38	1
212	282	38	1
213	282	38	1
216	283	38	1
219	283	38	1
188	284	38	1
199	284	38	1
222	284	38	2
190	285	38	1
191	285	38	1
192	285	38	1
195	285	38	2
217	285	38	1
232	285	38	1
203	286	38	1
211	286	38	1
218	286	38	1
232	286	38	2
193	287	38	1
207	287	38	1
215	287	38	1
217	287	38	1
220	287	38	1
238	287	38	1
192	288	38	1
205	288	38	1
209	288	38	1
214	288	38	1
220	288	38	1
224	288	38	2
235	288	38	2
201	289	38	1
203	289	38	1
208	289	38	1
215	289	38	2
223	289	38	1
232	289	38	1
236	289	38	1
198	290	38	1
206	290	38	1
207	290	38	1
224	290	38	1
192	291	38	1
203	291	38	1
206	291	38	1
233	291	38	1
196	292	38	2
197	292	38	2
206	292	38	1
208	292	38	1
213	292	38	1
221	292	38	1
232	292	38	1
234	292	38	1
236	292	38	1
238	292	38	1
240	292	38	1
200	293	38	1
202	293	38	1
204	293	38	1
205	293	38	1
208	293	38	1
218	293	38	2
223	293	38	1
227	293	38	2
233	293	38	1
234	293	38	1
237	293	38	1
238	293	38	1
199	294	38	1
211	294	38	1
213	294	38	1
226	294	38	2
228	294	38	1
236	294	38	1
237	294	38	1
239	294	38	1
242	294	38	1
192	295	38	1
202	295	38	1
204	295	38	1
207	295	38	1
216	295	38	1
218	295	38	1
231	295	38	1
237	295	38	1
200	296	38	1
201	296	38	3
202	296	38	1
221	296	38	1
222	296	38	1
232	296	38	1
239	296	38	1
243	296	38	1
199	297	38	2
224	297	38	1
225	297	38	1
232	297	38	1
236	297	38	2
239	297	38	2
244	297	38	1
192	298	38	1
225	298	38	1
226	298	38	1
237	298	38	1
196	299	38	1
204	299	38	1
231	299	38	1
236	299	38	1
239	299	38	1
241	299	38	1
218	300	38	1
227	300	38	2
230	300	38	1
231	300	38	1
242	300	38	1
227	301	38	1
230	301	38	1
233	301	38	1
235	301	38	1
228	302	38	1
228	303	38	1
229	303	38	1
231	303	38	1
234	303	38	1
228	304	38	1
229	304	38	1
234	304	38	1
237	304	38	1
243	304	38	1
244	304	38	1
245	304	38	1
226	305	38	2
232	305	38	2
236	305	38	1
244	305	38	1
245	305	38	1
226	306	38	1
227	306	38	1
223	307	38	1
244	307	38	1
246	307	38	1
222	308	38	1
229	308	38	1
235	308	38	2
243	308	38	1
222	309	38	1
223	309	38	1
227	309	38	1
242	309	38	1
243	309	38	1
244	309	38	1
226	310	38	1
230	310	38	1
233	310	38	1
241	310	38	1
213	311	38	1
217	311	38	1
218	311	38	1
228	311	38	1
235	311	38	1
226	312	38	3
234	312	38	1
241	312	38	1
217	313	38	1
222	313	38	1
223	313	38	1
236	313	38	1
242	313	38	1
244	313	38	1
200	314	38	1
226	314	38	1
232	314	38	3
237	314	38	1
211	315	38	1
243	315	38	1
244	315	38	1
234	316	38	1
239	316	38	1
244	316	38	2
237	317	38	1
238	317	38	1
239	317	38	1
240	317	38	1
230	318	38	1
231	318	38	2
241	318	38	1
243	318	38	1
231	319	38	1
238	319	38	1
242	319	38	1
229	320	38	2
230	320	38	1
233	320	38	2
229	321	38	2
236	322	38	1
232	323	38	1
188	269	39	1
192	270	39	1
195	270	39	1
212	275	39	1
212	277	39	1
201	278	39	1
216	278	39	2
220	278	39	1
212	279	39	1
204	281	39	1
212	282	39	1
215	282	39	1
226	282	39	2
191	283	39	1
201	283	39	2
215	283	39	1
193	284	39	1
200	284	39	1
203	284	39	1
206	284	39	3
191	285	39	1
192	285	39	1
187	286	39	1
199	286	39	1
203	286	39	2
216	286	39	2
221	286	39	2
191	287	39	1
196	287	39	1
187	288	39	1
192	288	39	1
195	288	39	1
206	288	39	1
217	288	39	1
224	288	39	1
189	289	39	1
190	290	39	1
215	290	39	1
218	290	39	1
233	290	39	1
193	291	39	2
207	291	39	1
214	291	39	1
217	291	39	1
222	291	39	1
233	291	39	2
235	291	39	1
240	291	39	2
197	292	39	1
208	292	39	1
210	292	39	1
226	292	39	1
234	292	39	1
242	292	39	1
201	293	39	1
208	293	39	2
209	293	39	1
229	293	39	1
241	293	39	2
202	294	39	1
205	294	39	1
206	294	39	1
213	294	39	1
225	294	39	1
228	294	39	1
233	294	39	2
237	294	39	2
238	294	39	1
242	294	39	1
204	295	39	1
212	295	39	1
216	295	39	1
220	295	39	1
223	295	39	1
224	295	39	1
234	295	39	2
241	295	39	1
206	296	39	1
215	296	39	1
220	296	39	1
235	296	39	2
236	296	39	1
237	296	39	1
195	297	39	1
197	297	39	1
198	297	39	1
205	297	39	2
206	297	39	1
215	297	39	1
223	297	39	1
224	297	39	1
225	297	39	1
233	297	39	1
235	297	39	1
240	297	39	1
241	297	39	1
201	298	39	1
228	298	39	1
239	298	39	1
224	299	39	1
227	299	39	1
229	299	39	1
236	299	39	1
239	299	39	2
242	299	39	1
214	300	39	2
228	300	39	1
233	300	39	2
240	300	39	1
224	301	39	2
238	301	39	1
226	303	39	1
230	303	39	1
231	303	39	1
235	303	39	2
225	304	39	1
233	304	39	2
234	304	39	2
243	304	39	1
212	305	39	1
240	305	39	1
223	306	39	2
224	306	39	1
229	306	39	1
230	306	39	1
235	306	39	2
239	306	39	2
241	306	39	1
198	307	39	1
214	307	39	1
225	307	39	1
227	307	39	1
229	307	39	2
232	307	39	1
235	307	39	1
225	308	39	1
226	308	39	2
227	308	39	1
242	308	39	2
243	308	39	2
195	309	39	1
218	309	39	1
223	309	39	1
224	309	39	2
226	309	39	1
227	309	39	1
228	309	39	1
235	309	39	1
240	309	39	1
218	310	39	1
219	310	39	1
220	310	39	2
221	310	39	3
222	310	39	1
223	310	39	1
225	310	39	1
242	310	39	1
218	311	39	1
220	311	39	1
221	311	39	1
225	311	39	1
228	311	39	1
196	312	39	1
218	312	39	1
228	312	39	1
239	312	39	2
240	312	39	2
217	313	39	1
229	313	39	1
236	313	39	2
238	313	39	2
239	313	39	1
235	314	39	1
239	314	39	1
241	314	39	1
242	314	39	1
238	315	39	1
225	316	39	1
229	316	39	1
238	316	39	1
242	316	39	2
237	317	39	1
240	317	39	1
238	318	39	2
228	319	39	1
214	320	39	1
217	320	39	2
230	320	39	2
230	321	39	1
230	322	39	1
231	322	39	2
232	323	39	1
212	325	39	2
208	327	39	1
214	274	40	1
193	280	40	1
197	283	40	1
237	283	40	1
197	284	40	1
194	287	40	1
204	287	40	1
193	288	40	1
211	288	40	1
193	290	40	2
218	290	40	1
208	291	40	1
225	291	40	2
189	292	40	1
193	292	40	1
206	292	40	1
235	292	40	1
214	293	40	2
229	293	40	1
234	293	40	1
207	294	40	1
209	294	40	1
217	294	40	1
227	294	40	1
237	294	40	1
238	294	40	1
225	295	40	1
227	295	40	1
200	296	40	1
203	296	40	1
215	296	40	1
217	296	40	2
207	297	40	1
216	297	40	1
212	298	40	1
215	298	40	1
223	298	40	1
226	298	40	1
228	298	40	1
234	298	40	1
235	298	40	2
214	299	40	1
222	299	40	1
236	299	40	1
237	299	40	1
212	300	40	1
225	300	40	1
227	300	40	1
237	300	40	1
228	301	40	1
219	302	40	1
232	302	40	1
243	302	40	1
241	303	40	1
235	304	40	1
241	304	40	1
245	304	40	1
234	305	40	1
210	306	40	1
213	306	40	1
226	306	40	2
241	306	40	1
228	307	40	1
228	308	40	1
241	308	40	1
195	309	40	1
203	309	40	2
223	309	40	1
227	309	40	1
240	309	40	1
231	310	40	1
234	310	40	2
217	311	40	3
219	311	40	1
228	311	40	1
231	311	40	2
234	311	40	1
237	311	40	1
240	311	40	1
241	311	40	1
242	311	40	1
220	312	40	1
229	312	40	2
232	312	40	1
240	312	40	1
241	312	40	2
215	313	40	1
218	313	40	1
223	313	40	2
234	313	40	1
235	313	40	1
236	313	40	1
238	313	40	1
238	314	40	2
243	314	40	1
230	315	40	1
238	315	40	1
241	315	40	1
242	315	40	1
245	315	40	2
219	316	40	1
236	316	40	1
240	316	40	1
207	317	40	1
226	317	40	1
227	317	40	4
236	317	40	1
231	318	40	1
238	318	40	1
221	319	40	1
241	319	40	1
243	319	40	1
240	320	40	1
241	320	40	1
212	325	40	1
213	329	40	1
226	292	41	1
217	294	41	1
225	294	41	2
204	297	41	1
227	299	41	1
230	300	41	1
222	303	41	1
227	304	41	2
228	304	41	1
243	304	41	1
224	305	41	1
226	305	41	1
227	305	41	1
230	305	41	1
217	306	41	1
223	306	41	1
224	306	41	2
230	306	41	1
225	307	41	1
229	307	41	1
229	308	41	1
241	308	41	2
196	309	41	1
225	309	41	2
211	310	41	1
219	310	41	2
222	310	41	1
231	310	41	1
236	310	41	1
239	310	41	1
240	312	41	1
219	313	41	1
223	313	41	1
220	314	41	1
232	314	41	1
239	314	41	1
218	315	41	1
238	315	41	2
220	316	41	1
221	316	41	1
236	316	41	1
238	316	41	2
235	317	41	1
240	317	41	1
218	318	41	1
240	318	41	1
243	318	41	1
217	319	41	2
223	319	41	1
245	319	41	2
241	320	41	1
231	321	41	2
230	323	41	1
236	323	41	1
214	326	41	1
215	297	42	1
228	299	42	1
221	302	42	2
212	305	42	1
214	305	42	1
231	306	42	1
232	306	42	1
239	306	42	1
227	307	42	1
220	308	42	2
224	309	42	1
219	310	42	1
238	310	42	1
239	310	42	1
240	310	42	1
241	310	42	1
221	311	42	1
236	311	42	1
242	312	42	1
222	313	42	1
234	313	42	1
244	313	42	2
242	314	42	1
221	315	42	1
220	316	42	2
238	316	42	2
240	316	42	2
241	316	42	1
242	316	42	1
243	316	42	2
223	317	42	2
238	317	42	1
217	318	42	1
240	318	42	1
243	318	42	1
246	318	42	2
228	319	42	1
230	319	42	1
231	319	42	1
232	319	42	1
226	320	42	1
241	320	42	1
218	321	42	4
224	321	42	1
239	321	42	1
226	322	42	1
225	303	43	1
227	304	43	2
220	305	43	1
221	305	43	1
211	308	43	1
222	308	43	1
220	309	43	2
217	310	43	2
222	310	43	1
221	311	43	1
225	311	43	1
236	311	43	2
238	311	43	1
239	311	43	1
241	311	43	1
211	312	43	4
237	314	43	2
238	314	43	1
245	315	43	1
223	316	43	1
227	317	43	1
228	318	43	1
227	320	43	1
227	321	43	1
226	322	43	2
223	308	44	1
219	310	44	1
224	310	44	1
219	311	44	1
235	311	44	1
229	313	44	1
237	314	44	1
241	314	44	2
227	317	44	1
238	317	44	1
223	319	44	2
242	319	44	1
226	320	44	1
230	321	44	1
132	243	20	1
148	254	20	1
134	257	20	1
198	258	20	1
142	260	20	1
119	271	20	1
152	271	20	1
225	279	20	1
222	281	20	1
171	283	20	1
143	289	20	1
217	292	20	1
162	296	20	1
165	298	20	1
255	310	20	1
148	312	20	1
168	312	20	1
131	316	20	1
98	318	20	1
195	320	20	1
180	322	20	1
172	332	20	1
250	333	20	1
177	340	20	1
243	346	20	1
186	349	20	1
170	354	20	1
199	361	20	1
171	240	21	1
128	242	21	1
216	249	21	1
183	268	21	1
160	269	21	1
159	272	21	1
173	276	21	1
175	281	21	1
220	282	21	1
217	286	21	1
220	287	21	1
142	294	21	1
209	309	21	1
112	310	21	1
177	311	21	1
260	318	21	1
183	321	21	1
153	331	21	1
181	333	21	1
242	339	21	1
133	237	22	1
143	237	22	1
228	256	22	1
216	299	22	1
207	308	22	1
259	310	22	1
262	316	22	1
179	337	22	1
218	250	23	1
197	255	23	1
124	266	23	1
177	273	23	1
230	311	23	1
102	331	23	1
235	340	23	1
142	239	24	1
140	255	24	1
177	273	24	1
181	309	24	1
172	316	24	1
259	324	24	1
181	331	24	1
261	331	24	1
259	334	24	1
163	233	25	1
266	295	25	1
135	237	26	1
136	238	26	1
224	253	26	1
124	255	26	1
165	280	26	1
263	316	26	1
145	235	27	1
136	236	27	1
176	237	27	1
243	239	27	1
126	268	27	1
122	270	27	1
233	309	27	1
186	360	27	1
185	241	28	1
172	280	28	1
276	281	28	1
192	292	28	1
230	310	28	1
211	311	28	1
189	249	29	1
177	296	29	1
182	242	30	1
140	273	30	1
245	317	30	1
127	256	31	1
165	285	31	1
210	311	31	1
223	361	31	1
188	308	32	1
196	308	32	1
180	352	32	1
158	262	33	1
262	273	33	1
115	307	33	1
252	258	34	1
118	298	34	1
118	302	34	1
189	308	34	1
234	323	34	1
146	327	34	1
114	229	35	1
128	263	35	1
146	274	35	1
260	279	35	1
123	287	35	1
116	310	35	1
241	320	35	1
181	353	35	1
256	258	36	1
263	264	36	1
265	265	36	1
184	310	36	1
184	332	36	1
183	356	36	1
143	237	37	1
166	240	37	1
167	241	37	1
209	260	37	1
143	274	37	1
148	289	37	1
214	337	37	1
213	353	37	1
143	255	38	1
145	316	38	1
113	320	38	1
181	324	38	1
237	329	38	1
207	358	38	1
138	230	39	1
140	233	39	1
144	236	39	1
132	253	39	1
149	259	39	1
166	261	39	1
147	265	39	1
146	270	39	1
133	284	39	1
166	297	39	1
123	298	39	1
121	301	39	1
143	240	40	1
152	256	40	1
147	257	40	1
132	260	40	1
157	263	40	1
167	263	40	1
137	271	40	1
150	271	40	1
253	279	40	2
209	345	40	1
139	231	41	1
167	236	41	1
141	237	41	1
167	262	41	1
167	267	41	1
156	274	41	1
136	276	41	1
138	284	41	1
139	287	41	1
135	291	41	1
160	294	41	1
152	298	41	1
149	299	41	1
125	304	41	1
240	333	41	1
215	342	41	1
140	235	42	1
141	257	42	1
137	283	42	1
157	285	42	1
151	298	42	1
128	299	42	1
150	299	42	1
178	333	42	1
151	260	43	1
136	288	43	1
141	300	43	1
146	306	43	1
179	329	43	1
179	330	43	1
133	332	43	1
195	341	43	1
212	346	43	1
178	245	44	1
147	266	44	1
154	281	44	1
139	299	44	1
170	310	44	1
151	284	45	1
143	296	45	1
152	280	46	1
222	343	46	1
134	298	47	1
136	299	47	1
179	322	47	1
