x	y	z	Signaling by FGFR
211	269	32	2
213	269	32	1
214	269	32	1
215	269	32	1
218	269	32	1
222	269	32	2
223	269	32	2
232	269	32	2
233	269	32	2
239	269	32	3
240	269	32	1
244	269	32	1
245	269	32	3
246	269	32	1
249	269	32	1
250	269	32	1
251	269	32	1
252	269	32	2
172	270	32	1
173	270	32	1
174	270	32	2
180	270	32	2
181	270	32	2
195	270	32	1
196	270	32	1
197	270	32	2
200	270	32	1
201	270	32	1
207	270	32	3
211	270	32	1
212	270	32	1
214	270	32	1
222	270	32	2
227	270	32	2
232	270	32	4
233	270	32	1
234	270	32	2
239	270	32	3
241	270	32	1
243	270	32	2
245	270	32	1
249	270	32	1
250	270	32	1
173	271	32	2
176	271	32	2
180	271	32	1
182	271	32	1
186	271	32	2
202	271	32	1
206	271	32	2
207	271	32	3
208	271	32	1
209	271	32	1
210	271	32	1
212	271	32	1
213	271	32	3
214	271	32	1
231	271	32	2
233	271	32	1
235	271	32	2
237	271	32	1
239	271	32	1
241	271	32	1
244	271	32	1
247	271	32	1
249	271	32	2
250	271	32	1
251	271	32	1
175	272	32	1
181	272	32	1
182	272	32	1
184	272	32	2
201	272	32	2
202	272	32	1
203	272	32	1
205	272	32	1
206	272	32	1
207	272	32	1
208	272	32	1
210	272	32	1
211	272	32	3
212	272	32	1
213	272	32	1
214	272	32	3
216	272	32	1
225	272	32	2
226	272	32	1
234	272	32	1
235	272	32	2
239	272	32	1
240	272	32	1
241	272	32	1
243	272	32	2
244	272	32	2
245	272	32	3
246	272	32	1
248	272	32	1
250	272	32	1
251	272	32	2
252	272	32	2
255	272	32	1
181	273	32	1
183	273	32	1
185	273	32	1
186	273	32	1
204	273	32	1
205	273	32	1
207	273	32	1
208	273	32	1
210	273	32	1
211	273	32	1
213	273	32	1
214	273	32	2
215	273	32	1
225	273	32	2
228	273	32	3
229	273	32	2
234	273	32	3
235	273	32	1
236	273	32	2
240	273	32	1
241	273	32	5
243	273	32	1
245	273	32	1
249	273	32	1
250	273	32	3
254	273	32	1
172	274	32	1
179	274	32	1
181	274	32	1
182	274	32	1
183	274	32	1
185	274	32	1
202	274	32	1
204	274	32	1
205	274	32	2
208	274	32	1
209	274	32	2
211	274	32	1
214	274	32	2
215	274	32	1
233	274	32	2
234	274	32	2
240	274	32	1
243	274	32	1
246	274	32	1
250	274	32	1
252	274	32	2
181	275	32	1
183	275	32	1
184	275	32	2
186	275	32	1
203	275	32	1
210	275	32	2
212	275	32	1
214	275	32	4
215	275	32	1
216	275	32	2
236	275	32	4
237	275	32	1
238	275	32	1
240	275	32	1
247	275	32	2
249	275	32	2
175	276	32	2
184	276	32	1
203	276	32	1
204	276	32	4
206	276	32	1
210	276	32	1
234	276	32	2
235	276	32	1
246	276	32	1
249	276	32	2
175	277	32	1
176	277	32	1
214	277	32	2
215	277	32	2
238	277	32	1
239	277	32	1
240	277	32	1
241	277	32	2
242	277	32	1
243	277	32	2
244	277	32	1
245	277	32	1
247	277	32	1
248	277	32	1
249	277	32	2
250	277	32	3
254	277	32	1
175	278	32	2
176	278	32	1
177	278	32	1
203	278	32	2
204	278	32	2
206	278	32	1
220	278	32	1
225	278	32	1
234	278	32	2
235	278	32	2
237	278	32	3
240	278	32	1
244	278	32	1
245	278	32	2
246	278	32	1
248	278	32	3
255	278	32	2
175	279	32	1
177	279	32	1
179	279	32	1
181	279	32	2
214	279	32	1
219	279	32	1
223	279	32	3
234	279	32	2
236	279	32	3
237	279	32	1
239	279	32	1
241	279	32	2
243	279	32	1
245	279	32	1
246	279	32	1
247	279	32	3
250	279	32	2
173	280	32	3
174	280	32	1
176	280	32	3
177	280	32	1
178	280	32	1
180	280	32	1
189	280	32	1
205	280	32	1
208	280	32	1
217	280	32	2
223	280	32	1
232	280	32	2
237	280	32	2
238	280	32	2
239	280	32	1
240	280	32	2
241	280	32	1
242	280	32	1
248	280	32	1
249	280	32	1
173	281	32	1
176	281	32	3
179	281	32	1
181	281	32	1
219	281	32	1
221	281	32	2
222	281	32	2
223	281	32	1
226	281	32	3
232	281	32	2
233	281	32	3
236	281	32	3
237	281	32	1
239	281	32	1
240	281	32	1
243	281	32	2
244	281	32	2
246	281	32	1
250	281	32	2
251	281	32	1
254	281	32	1
174	282	32	1
175	282	32	1
178	282	32	1
179	282	32	1
187	282	32	2
188	282	32	1
204	282	32	1
220	282	32	4
221	282	32	3
222	282	32	1
223	282	32	1
227	282	32	1
229	282	32	2
233	282	32	3
237	282	32	1
240	282	32	1
242	282	32	2
245	282	32	1
246	282	32	2
248	282	32	1
249	282	32	1
250	282	32	2
251	282	32	2
253	282	32	1
254	282	32	2
173	283	32	1
175	283	32	1
179	283	32	3
181	283	32	3
183	283	32	1
208	283	32	2
211	283	32	3
222	283	32	2
223	283	32	1
224	283	32	1
230	283	32	2
236	283	32	3
237	283	32	1
238	283	32	1
240	283	32	3
242	283	32	2
244	283	32	2
245	283	32	1
246	283	32	1
248	283	32	3
249	283	32	4
251	283	32	1
254	283	32	1
176	284	32	2
177	284	32	1
179	284	32	1
181	284	32	3
184	284	32	1
205	284	32	1
210	284	32	1
219	284	32	1
221	284	32	2
222	284	32	1
229	284	32	4
230	284	32	2
232	284	32	1
234	284	32	1
237	284	32	1
240	284	32	1
241	284	32	2
242	284	32	1
245	284	32	1
247	284	32	2
248	284	32	2
177	285	32	2
178	285	32	1
185	285	32	2
204	285	32	2
205	285	32	2
206	285	32	1
208	285	32	1
218	285	32	1
220	285	32	1
223	285	32	1
230	285	32	1
232	285	32	2
233	285	32	1
234	285	32	2
236	285	32	1
237	285	32	3
238	285	32	2
240	285	32	1
241	285	32	2
243	285	32	2
244	285	32	1
245	285	32	3
246	285	32	1
250	285	32	1
253	285	32	1
254	285	32	1
174	286	32	4
177	286	32	1
206	286	32	2
207	286	32	2
218	286	32	3
219	286	32	2
221	286	32	2
224	286	32	1
226	286	32	1
227	286	32	1
228	286	32	1
231	286	32	1
234	286	32	1
236	286	32	1
237	286	32	1
239	286	32	1
240	286	32	2
243	286	32	2
247	286	32	1
248	286	32	1
249	286	32	1
252	286	32	3
254	286	32	2
256	286	32	1
177	287	32	1
207	287	32	1
208	287	32	2
219	287	32	1
220	287	32	1
221	287	32	1
222	287	32	2
225	287	32	3
226	287	32	3
228	287	32	2
230	287	32	2
234	287	32	3
237	287	32	1
238	287	32	1
241	287	32	2
242	287	32	1
243	287	32	1
244	287	32	2
247	287	32	3
254	287	32	2
255	287	32	1
256	287	32	2
201	288	32	2
202	288	32	1
203	288	32	4
220	288	32	4
221	288	32	1
222	288	32	2
225	288	32	1
226	288	32	2
227	288	32	1
229	288	32	1
231	288	32	1
234	288	32	2
235	288	32	1
236	288	32	1
237	288	32	3
242	288	32	1
243	288	32	2
244	288	32	1
245	288	32	1
246	288	32	2
248	288	32	2
249	288	32	1
250	288	32	2
258	288	32	3
185	289	32	2
200	289	32	1
223	289	32	2
224	289	32	1
229	289	32	1
230	289	32	2
231	289	32	1
233	289	32	1
234	289	32	2
235	289	32	2
237	289	32	2
239	289	32	1
242	289	32	1
244	289	32	1
253	289	32	2
256	289	32	1
185	290	32	2
187	290	32	1
206	290	32	4
221	290	32	1
224	290	32	1
225	290	32	1
230	290	32	3
231	290	32	2
234	290	32	1
239	290	32	3
241	290	32	2
243	290	32	2
244	290	32	1
245	290	32	2
247	290	32	2
252	290	32	1
253	290	32	1
255	290	32	2
186	291	32	1
197	291	32	3
198	291	32	1
200	291	32	1
222	291	32	1
226	291	32	2
231	291	32	1
235	291	32	1
239	291	32	2
242	291	32	3
244	291	32	2
245	291	32	1
247	291	32	4
248	291	32	1
254	291	32	1
255	291	32	1
188	292	32	1
201	292	32	1
203	292	32	1
218	292	32	1
221	292	32	2
222	292	32	1
223	292	32	1
229	292	32	1
238	292	32	1
242	292	32	2
247	292	32	1
248	292	32	1
251	292	32	2
252	292	32	1
254	292	32	1
257	292	32	1
179	293	32	4
198	293	32	1
199	293	32	2
216	293	32	1
218	293	32	1
220	293	32	1
223	293	32	1
228	293	32	1
229	293	32	1
230	293	32	1
234	293	32	1
236	293	32	2
237	293	32	3
245	293	32	1
249	293	32	1
250	293	32	1
180	294	32	1
198	294	32	2
202	294	32	2
221	294	32	2
225	294	32	1
227	294	32	1
230	295	33	2
230	294	32	2
233	294	32	3
238	294	32	1
239	294	32	1
242	294	32	1
247	294	32	1
251	294	32	1
252	294	32	1
253	294	32	1
181	295	32	1
192	295	32	1
200	295	32	1
217	295	32	3
223	295	32	2
224	295	32	6
225	295	32	2
226	295	32	4
227	295	32	2
230	295	32	2
240	295	32	2
241	295	32	1
243	295	32	4
245	295	32	1
247	295	32	1
248	295	32	2
249	295	32	2
250	295	32	1
251	295	32	1
253	295	32	2
187	296	32	1
197	296	32	1
198	296	32	1
202	296	32	2
218	296	32	1
223	296	32	2
228	296	32	2
229	296	32	1
230	296	32	1
231	296	32	3
232	296	32	1
233	296	32	2
234	296	32	1
235	296	32	1
243	296	32	2
245	296	32	1
250	296	32	3
251	296	32	1
252	296	32	2
255	296	32	2
198	297	32	1
199	297	32	1
219	297	32	1
225	297	32	1
227	297	32	1
229	297	32	3
230	297	32	1
233	297	32	1
236	297	32	2
237	297	32	3
242	297	32	1
243	297	32	1
244	297	32	1
246	297	32	2
247	297	32	1
248	297	32	3
249	297	32	2
251	297	32	1
252	297	32	1
255	297	32	1
198	298	32	1
199	298	32	2
202	298	32	1
220	298	32	1
228	298	32	1
232	298	32	2
233	298	32	1
234	298	32	1
236	298	32	1
239	298	32	2
240	298	32	1
241	298	32	1
244	298	32	1
246	298	32	3
247	298	32	1
249	298	32	2
250	298	32	2
252	298	32	1
197	299	32	1
226	299	32	2
227	299	32	1
228	299	32	1
233	299	32	1
235	299	32	1
236	299	32	1
237	299	32	1
242	299	32	1
243	299	32	1
247	299	32	1
248	299	32	2
196	300	32	1
197	300	32	1
225	300	32	2
227	300	32	1
232	300	32	1
237	300	32	1
239	300	32	2
240	300	32	1
244	300	32	1
245	300	32	2
247	300	32	1
248	300	32	2
196	301	32	2
198	301	32	1
221	301	32	2
223	301	32	4
225	301	32	1
227	301	32	2
229	301	32	3
231	301	32	1
232	301	32	1
233	301	32	2
235	301	32	1
236	301	32	2
237	301	32	2
248	301	32	1
249	301	32	1
222	302	32	1
223	302	32	2
229	302	32	1
231	302	32	1
234	302	32	2
240	302	32	2
241	302	32	1
242	302	32	3
243	302	32	2
245	302	32	1
248	302	32	1
249	302	32	1
226	303	32	1
229	303	32	2
232	303	32	1
234	303	32	2
235	303	32	3
239	303	32	2
241	303	32	1
242	303	32	2
244	303	32	2
245	303	32	1
220	304	32	1
225	304	32	1
230	304	32	1
231	304	32	1
233	304	32	1
235	304	32	3
239	304	32	1
241	304	32	1
244	304	32	1
221	305	32	1
222	305	32	4
238	305	32	3
242	305	32	1
208	306	32	1
222	306	32	1
224	306	32	1
233	306	32	2
237	306	32	1
241	306	32	2
206	307	32	1
221	307	32	5
222	307	32	1
226	307	32	1
234	307	32	1
236	307	32	2
237	307	32	1
221	308	32	1
225	308	32	1
229	308	32	1
235	308	32	1
236	308	32	1
220	309	32	1
225	309	32	1
226	309	32	1
228	309	32	3
231	309	32	1
234	309	32	3
225	310	32	1
227	310	32	1
229	310	32	1
230	310	32	1
233	310	32	1
234	311	32	1
229	312	32	1
230	313	32	1
235	313	32	1
228	249	33	1
232	249	33	1
228	250	33	1
227	251	33	2
228	251	33	5
230	251	33	3
226	252	33	5
229	252	33	1
231	252	33	2
240	252	33	2
216	253	33	2
218	253	33	2
221	253	33	2
224	253	33	1
225	253	33	1
229	253	33	1
240	253	33	3
220	254	33	2
223	254	33	1
225	254	33	2
226	254	33	1
227	254	33	2
230	254	33	1
231	254	33	2
232	254	33	2
235	254	33	2
236	254	33	2
239	254	33	3
240	254	33	1
241	254	33	1
218	255	33	1
220	255	33	1
223	255	33	1
224	255	33	2
226	255	33	3
237	255	33	1
223	256	33	1
228	256	33	3
237	256	33	1
241	256	33	1
214	257	33	1
215	257	33	3
219	257	33	1
220	257	33	2
221	257	33	1
222	257	33	2
230	257	33	2
235	257	33	2
237	257	33	1
239	257	33	2
218	258	33	1
219	258	33	1
223	258	33	2
226	258	33	1
231	258	33	2
232	258	33	1
233	258	33	1
234	258	33	2
239	258	33	1
242	258	33	2
243	258	33	3
244	258	33	1
189	259	33	1
194	259	33	1
201	259	33	2
209	259	33	1
213	259	33	3
216	259	33	1
218	259	33	2
220	259	33	1
224	259	33	1
225	259	33	1
227	259	33	2
228	259	33	3
232	259	33	1
233	259	33	3
237	259	33	1
239	259	33	1
242	259	33	1
243	259	33	4
244	259	33	1
246	259	33	2
213	260	33	1
215	260	33	3
219	260	33	1
224	260	33	2
229	260	33	1
230	260	33	2
237	260	33	1
238	260	33	1
239	260	33	1
243	260	33	2
246	260	33	1
182	261	33	1
188	261	33	1
193	261	33	1
205	261	33	1
208	261	33	1
216	261	33	1
217.5	261.5	33.5	1
220	261	33	2
222	261	33	3
225	261	33	1
226	261	33	1
227	261	33	1
228	261	33	1
230	261	33	1
231	261	33	1
237	261	33	4
238	261	33	2
239	261	33	1
242	261	33	3
244	261	33	1
245	261	33	1
247	261	33	1
191	262	33	1
192	262	33	1
210	262	33	1
215	262	33	3
216	262	33	1
219	262	33	2
221	262	33	2
224	262	33	2
226	262	33	2
228	262	33	1
229	262	33	1
230	262	33	1
233	262	33	1
236	262	33	2
238	262	33	1
239	262	33	1
240	262	33	2
241	262	33	1
242	262	33	1
243	262	33	2
245	262	33	2
246	262	33	1
183	263	33	2
191	263	33	1
194	263	33	1
199	263	33	1
203	263	33	4
211	263	33	2
213	263	33	1
214	263	33	1
215	263	33	1
217	263	33	1
218	263	33	1
220	263	33	1
222	263	33	1
223	263	33	1
224	263	33	1
225	263	33	1
227	263	33	2
233	263	33	1
237	263	33	1
238	263	33	1
239	263	33	1
240	263	33	1
242	263	33	1
243	263	33	1
244	263	33	2
247	263	33	1
251	263	33	1
185	264	33	3
186	264	33	2
188	264	33	2
189	264	33	1
190	264	33	1
191	264	33	1
192	264	33	2
193	264	33	1
194	264	33	2
199	264	33	1
209	264	33	2
211	264	33	2
212	264	33	1
214	264	33	1
215	264	33	3
218	264	33	2
220	264	33	1
221	264	33	2
223	264	33	1
224	264	33	1
225	264	33	1
226	264	33	2
228	264	33	2
231	264	33	1
235	264	33	4
237	264	33	2
238	264	33	3
239	264	33	2
245	264	33	1
246	264	33	1
247	264	33	2
248	264	33	1
250	264	33	1
185	265	33	1
186	265	33	1
188	265	33	2
189	265	33	2
191	265	33	4
192	265	33	1
202	265	33	3
208	265	33	2
210	265	33	1
212	265	33	1
217	265	33	4
218	265	33	1
221	265	33	1
222	265	33	2
224	265	33	2
244	265	33	1
248	265	33	2
251	265	33	1
252	265	33	2
184	266	33	1
185	266	33	3
193	266	33	1
194	266	33	2
195	266	33	1
196	266	33	3
208	266	33	2
211	266	33	3
213	266	33	1
214	266	33	1
217	266	33	2
218	266	33	2
219	266	33	5
222	266	33	1
225	266	33	3
228	266	33	1
230	266	33	1
239	266	33	1
241	266	33	1
242	266	33	2
249	266	33	3
250	266	33	1
182	267	33	1
183	267	33	2
184	267	33	1
186	267	33	1
188	267	33	2
191	267	33	2
192	267	33	1
193	267	33	3
196	267	33	1
197	267	33	1
200	267	33	2
202	267	33	1
205	267	33	4
209	267	33	1
212	267	33	1
214	267	33	1
215	267	33	1
217	267	33	2
220	267	33	1
225	267	33	1
226	267	33	2
229	267	33	2
235	267	33	1
240	267	33	2
241	267	33	1
245	267	33	1
246	267	33	1
247	267	33	2
253	267	33	1
188	268	33	3
189	268	33	1
191	268	33	4
193	268	33	2
195	268	33	2
206	268	33	1
207	268	33	2
208	268	33	2
209	268	33	1
210	268	33	1
213	268	33	3
214	268	33	2
216	268	33	1
217	268	33	1
218	268	33	2
219	268	33	1
220	268	33	1
224	268	33	1
226	268	33	2
231	268	33	2
232	268	33	2
240	268	33	1
242	268	33	1
243	268	33	1
249	268	33	2
184	269	33	1
185	269	33	4
187	269	33	1
191	269	33	4
193	269	33	2
194	269	33	1
196	269	33	2
198	269	33	1
208	269	33	3
209	269	33	1
212	269	33	2
215	269	33	2
216	269	33	1
217	269	33	1
224	269	33	1
227	269	33	1
233	269	33	1
234	269	33	1
235	269	33	1
239	269	33	1
241	269	33	1
243	269	33	1
245	269	33	1
250	269	33	1
251	269	33	2
174	270	33	1
179	270	33	2
183	270	33	1
184	270	33	1
185	270	33	2
194	270	33	2
205	270	33	2
207	270	33	1
209	270	33	2
212	270	33	2
213	270	33	1
215	270	33	3
216	270	33	1
233	270	33	1
234	270	33	1
240	270	33	3
242	270	33	2
244	270	33	2
247	270	33	2
248	270	33	1
251	270	33	2
252	270	33	2
173	271	33	2
175	271	33	1
177	271	33	1
178	271	33	2
179	271	33	1
181	271	33	1
182	271	33	2
185	271	33	3
186	271	33	3
190	271	33	4
192	271	33	1
204	271	33	2
205	271	33	1
208	271	33	1
209	271	33	1
210	271	33	2
211	271	33	3
216	271	33	2
225	271	33	1
226	271	33	1
229	271	33	1
231	271	33	2
238	271	33	1
241	271	33	1
242	271	33	1
243	271	33	1
244	271	33	4
246	271	33	1
247	271	33	2
248	271	33	2
173	272	33	1
175	272	33	2
177	272	33	1
182	272	33	1
185	272	33	1
187	272	33	1
189	272	33	1
201	272	33	1
203	272	33	1
205	272	33	1
207	272	33	2
215	272	33	1
216	272	33	1
217	272	33	3
231	272	33	1
232	272	33	2
233	272	33	3
234	272	33	1
235	272	33	1
237	272	33	2
240	272	33	1
242	272	33	1
244	272	33	3
246	272	33	2
247	272	33	1
249	272	33	1
250	272	33	1
251	272	33	3
254	272	33	1
176	273	33	1
181	273	33	3
182	273	33	1
184	273	33	3
188	273	33	2
189	273	33	3
190	273	33	1
201	273	33	3
202	273	33	1
203	273	33	2
204	273	33	2
205	273	33	2
209	273	33	1
211	273	33	1
214	273	33	1
217	273	33	1
226	273	33	2
227	273	33	2
235	273	33	1
238	273	33	2
239	273	33	3
240	273	33	2
241	273	33	1
243	273	33	1
253	273	33	3
169	274	33	1
170	274	33	1
174	274	33	1
176	274	33	1
181	274	33	1
182	274	33	1
183	274	33	2
185	274	33	4
186	274	33	2
201	274	33	1
202	274	33	1
203	274	33	1
205	274	33	2
206	274	33	2
207	274	33	1
208	274	33	1
209	274	33	3
210	274	33	2
212	274	33	2
226	274	33	2
227	274	33	3
229	274	33	3
233	274	33	1
235	274	33	1
236	274	33	2
238	274	33	2
239	274	33	3
240	274	33	1
242	274	33	1
244	274	33	2
245	274	33	1
250	274	33	1
176	275	33	1
183	275	33	1
184	275	33	2
186	275	33	2
188	275	33	2
200	275	33	2
202	275	33	1
206	275	33	1
207	275	33	1
209	275	33	4
213	275	33	1
215	275	33	2
217	275	33	2
227	275	33	1
235	275	33	2
237	275	33	1
241	275	33	1
242	275	33	3
244	275	33	2
246	275	33	2
250	275	33	1
251	275	33	1
174	276	33	1
177	276	33	2
186	276	33	1
189	276	33	3
190	276	33	1
192	276	33	1
206	276	33	2
208	276	33	1
214	276	33	3
232	276	33	2
235	276	33	1
237	276	33	1
240	276	33	2
241	276	33	2
242	276	33	1
173	277	33	1
180	277	33	1
183	277	33	2
187	277	33	1
205	277	33	1
208	277	33	2
210	277	33	2
211	277	33	2
216	277	33	1
224	277	33	1
232	277	33	1
236	277	33	1
238	277	33	1
241	277	33	2
243	277	33	1
246	277	33	1
176	278	33	1
177	278	33	2
178	278	33	1
191	278	33	1
211	278	33	1
223	278	33	1
232	278	33	2
234	278	33	1
235	278	33	3
238	278	33	1
239	278	33	1
243	278	33	1
244	278	33	1
245	278	33	1
168	279	33	1
176	279	33	1
181	279	33	2
207	279	33	1
220	279	33	1
231	279	33	1
234	279	33	1
240	279	33	1
243	279	33	1
245	279	33	2
249	279	33	2
174	280	33	1
175	280	33	2
176	280	33	2
177	280	33	1
180	280	33	1
187	280	33	1
207	280	33	1
208	280	33	1
209	280	33	1
211	280	33	1
217	280	33	1
220	280	33	1
223	280	33	1
225	280	33	1
226	280	33	2
229	280	33	2
232	280	33	1
237	280	33	1
239	280	33	1
241	280	33	2
246	280	33	2
247	280	33	1
250	280	33	1
251	280	33	1
173	281	33	1
175	281	33	6
176	281	33	3
178	281	33	1
180	281	33	1
186	281	33	2
204	281	33	3
207	281	33	1
208	281	33	2
209	281	33	3
217	281	33	2
221	281	33	1
222	281	33	2
223	281	33	1
230	281	33	2
234	281	33	1
239	281	33	1
241	281	33	1
243	281	33	1
245	281	33	1
247	281	33	2
248	281	33	1
249	281	33	2
250	281	33	1
175	282	33	1
178	282	33	1
179	282	33	1
185	282	33	4
205	282	33	1
207	282	33	1
212	282	33	1
213	282	33	2
218	282	33	1
221	282	33	2
222	282	33	2
224	282	33	4
225	282	33	1
231	282	33	1
232	282	33	1
234	282	33	2
237	282	33	1
238	282	33	1
242	282	33	1
245	282	33	2
247	282	33	1
248	282	33	2
250	282	33	1
251	282	33	3
252	282	33	2
176	283	33	1
183	283	33	3
185	283	33	2
204	283	33	1
206	283	33	2
207	283	33	1
209	283	33	2
211	283	33	1
212	283	33	1
220	283	33	1
221	283	33	1
225	283	33	1
228	283	33	1
229	283	33	1
233	283	33	3
237	283	33	1
241	283	33	2
242	283	33	1
243	283	33	1
247	283	33	1
253	283	33	3
175	284	33	2
176	284	33	2
180	284	33	1
184	284	33	1
187	284	33	3
205	284	33	1
206	284	33	1
207	284	33	2
209	284	33	2
210	284	33	1
211	284	33	1
219	284	33	3
220	284	33	1
221	284	33	2
222	284	33	4
224	284	33	2
226	284	33	2
229	284	33	2
233	284	33	1
234	284	33	1
235	284	33	1
242	284	33	1
244	284	33	1
247	284	33	2
254	284	33	2
176	285	33	1
202	285	33	1
208	285	33	1
222	285	33	1
223	285	33	1
226	285	33	2
227	285	33	1
228	285	33	1
232	285	33	1
236	285	33	2
237.5	285.5	33.5	1
238	285	33	3
243	285	33	1
245	285	33	1
246	285	33	4
247	285	33	1
253	285	33	4
254	285	33	2
188	286	33	1
203	286	33	1
209	286	33	1
218	286	33	1
220	286	33	2
221	286	33	1
223	286	33	2
225	286	33	1
226	286	33	1
228	286	33	2
236	286	33	3
237	286	33	2
241.5	286.5	33.5	1
242	286	33	1
243	286	33	2
244	286	33	1
246	286	33	6
248	286	33	2
249	286	33	1
252	286	33	2
255	286	33	1
179	287	33	1
198	287	33	3
199	287	33	1
204	287	33	2
205	287	33	2
208	287	33	1
220	287	33	1
222	287	33	1
223	287	33	1
224	287	33	3
225	287	33	1
229	287	33	1
234	287	33	1
236	287	33	1
243	287	33	3
244	287	33	2
245	287	33	1
251	287	33	1
253	287	33	2
187	288	33	1
196	288	33	1
219	288	33	1
223	288	33	4
226	288	33	1
231	288	33	2
234	288	33	1
236	288	33	3
239	288	33	1
244	288	33	1
248	288	33	1
249	288	33	1
255	288	33	1
257	288	33	1
184	289	33	1
186	289	33	2
200	289	33	1
222	289	33	2
223	289	33	2
230	289	33	1
231	289	33	4
234	289	33	1
235	289	33	1
237	289	33	1
241.5	289.5	33.5	2
245	289	33	1
246	289	33	1
247	289	33	1
249	289	33	1
250	289	33	1
253	289	33	1
184	290	33	1
185	290	33	1
197	290	33	2
200	290	33	2
207	290	33	1
222	290	33	3
223	290	33	1
225	290	33	2
228	290	33	3
232	290	33	2
233	290	33	2
235	290	33	1
236	290	33	2
239	290	33	1
241	290	33	2
242	290	33	1
243	290	33	2
246	290	33	4
247	290	33	1
250	290	33	1
257	290	33	1
185	291	33	1
186	291	33	1
197	291	33	1
198	291	33	2
199	291	33	1
200	291	33	2
201	291	33	1
203	291	33	1
222	291	33	2
223	291	33	2
226	291	33	2
229	291	33	2
231	291	33	2
233	291	33	2
234	291	33	3
237	291	33	3
238	291	33	1
240	291	33	1
241	291	33	3
244	291	33	1
245	291	33	4
248	291	33	1
249	291	33	2
183	292	33	1
200	292	33	2
202	292	33	1
225	292	33	1
227	292	33	1
228	292	33	3
229	292	33	1
235	292	33	3
236	292	33	1
237	292	33	2
238	292	33	1
239	292	33	1
247	292	33	2
248	292	33	1
253	292	33	4
254	292	33	1
177	293	33	1
223	293	33	2
224	293	33	1
225	293	33	3
226	293	33	1
228	293	33	1
230	293	33	2
231	293	33	2
237	293	33	3
239	293	33	2
240	293	33	2
241	293	33	1
243	293	33	2
244	293	33	1
251	293	33	1
252	293	33	1
187	294	33	1
199	294	33	1
204	294	33	3
235	294	33	1
236	294	33	1
237	294	33	2
243	294	33	2
244	294	33	3
245	294	33	2
246	294	33	1
256	294	33	1
182	295	33	2
197	295	33	2
199	295	33	1
201	295	33	1
204	295	33	1
218	295	33	1
220	295	33	1
235	295	33	1
237	295	33	1
238	295	33	1
245	295	33	1
246	295	33	1
248	295	33	1
179	296	33	1
191	296	33	1
195	296	33	1
199	296	33	2
201	296	33	2
220	296	33	1
223	296	33	1
226	296	33	1
230	296	33	1
235	296	33	1
236	296	33	1
237	296	33	1
241	296	33	1
242	296	33	2
245	296	33	2
246	296	33	3
252	296	33	2
255	296	33	1
195	297	33	2
196	297	33	2
197	297	33	1
202	297	33	5
223	297	33	2
224	297	33	1
225	297	33	1
227	297	33	2
228	297	33	1
232	297	33	4
233	297	33	2
234	297	33	1
235	297	33	1
240	297	33	1
241	297	33	1
242	297	33	1
246	297	33	1
194	298	33	1
200	298	33	1
223	298	33	2
233	298	33	1
234	298	33	1
238	298	33	2
239	298	33	2
240	298	33	1
241	298	33	1
244	298	33	1
245	298	33	1
248	298	33	1
195	299	33	2
197	299	33	3
198	299	33	1
223	299	33	1
224	299	33	1
227	299	33	1
228	299	33	2
229	299	33	1
232	299	33	1
235	299	33	1
237	299	33	4
239	299	33	1
240	299	33	5
241	299	33	2
242	299	33	3
245	299	33	1
246	299	33	1
247	299	33	3
197	300	33	1
225	300	33	2
229	300	33	1
230	300	33	5
231	300	33	1
235	300	33	1
237	300	33	1
238	300	33	1
240	300	33	1
244	300	33	1
246	300	33	1
247	300	33	1
196	301	33	3
223	301	33	3
224	301	33	1
227	301	33	1
228	301	33	1
234	301	33	1
235	301	33	1
237	301	33	1
239	301	33	1
242	301	33	2
243	301	33	5
246	301	33	2
249	301	33	1
211	302	33	1
223	302	33	1
225	302	33	1
227	302	33	1
228	302	33	2
229	302	33	1
230	302	33	1
232	302	33	1
233	302	33	1
234	302	33	2
236	302	33	1
237	302	33	1
243	302	33	1
245	302	33	1
207	303	33	1
222	303	33	2
224	303	33	1
229	303	33	1
231	303	33	1
233	303	33	1
235	303	33	1
236	303	33	2
237	303	33	1
242	303	33	1
243	303	33	1
223	304	33	2
227	304	33	1
229	304	33	2
230	304	33	2
231	304	33	1
232	304	33	1
235	304	33	2
237	304	33	1
239	304	33	1
242	304	33	2
243	304	33	2
222	305	33	1
225	305	33	1
227	305	33	1
230	305	33	2
233	305	33	1
235	305	33	1
237	305	33	1
199	306	33	2
220	306	33	2
223	306	33	1
224	306	33	3
230	306	33	3
232	306	33	1
236	306	33	2
237	306	33	1
238	306	33	1
201	307	33	1
206	307	33	1
223	307	33	2
224	307	33	1
227	307	33	1
241	307	33	2
217	308	33	1
220	308	33	1
224	308	33	2
227	308	33	2
229	308	33	2
233	308	33	1
235	308	33	2
237	308	33	1
239	308	33	1
222	309	33	3
223	309	33	1
224	309	33	2
225	309	33	1
226	309	33	2
228	309	33	1
229	309	33	2
232	309	33	1
233	309	33	2
237	309	33	1
223	310	33	2
224	310	33	1
228	310	33	3
229	310	33	2
231	310	33	1
233	310	33	2
234	310	33	2
239	310	33	1
224	311	33	4
227	311	33	1
228	311	33	2
230	311	33	3
232	311	33	1
234	311	33	1
235	311	33	1
236	311	33	2
225	312	33	2
226	312	33	1
231	312	33	2
223	313	33	3
228	313	33	2
229	313	33	2
234	313	33	1
