x	y	z	Glycolysis
253	288	30	2
199	289	30	1
200	289	30	2
201	289	30	2
221	289	30	2
224	289	30	1
226	289	30	2
228	289	30	1
231	289	30	2
235	289	30	2
238	289	30	1
239	289	30	1
240	289	30	1
243	289	30	3
250	289	30	1
198	290	30	1
222	290	30	1
226	290	30	2
232	290	30	3
233	290	30	2
235	290	30	2
240	290	30	1
242	290	30	2
244	290	30	1
246	290	30	4
253	290	30	1
198	291	30	1
225	291	30	1
226	291	30	1
227	291	30	2
229	291	30	1
232	291	30	2
234	291	30	1
241	291	30	1
242	291	30	1
247	291	30	1
248	291	30	1
249	291	30	1
250	291	30	2
251	291	30	1
258	291	30	1
194	292	30	1
197	292	30	1
199	292	30	1
213	292	30	1
220	292	30	1
223	292	30	1
226	292	30	1
228	292	30	1
231	292	30	1
232	292	30	2
235	292	30	1
236	292	30	2
238	292	30	1
243	292	30	1
245	292	30	2
201	293	30	1
219	293	30	1
220	293	30	1
222	293	30	1
224	293	30	1
225	293	30	2
231	293	30	1
233	293	30	2
239	293	30	1
241	293	30	2
243	293	30	1
244	293	30	2
247	293	30	1
250	293	30	3
253	293	30	1
189	294	30	1
220	294	30	1
221	294	30	1
225	294	30	1
227	294	30	2
232	294	30	2
233	294	30	2
235	294	30	1
237	294	30	1
238	294	30	1
240	294	30	1
244	294	30	2
250	294	30	1
251	294	30	1
252	294	30	2
257	294	30	1
221	295	30	2
224	295	30	1
225	295	30	1
226	295	30	1
243	295	30	1
250	295	30	2
251	295	30	1
252	295	30	2
253	295	30	1
256	295	30	1
257	295	30	2
186	296	30	1
220	296	30	2
228	296	30	2
232	296	30	2
235	296	30	1
237	296	30	3
241	296	30	1
246	296	30	1
252	296	30	1
226	297	30	2
227	297	30	1
231	297	30	1
239	297	30	1
240	297	30	1
241	297	30	1
245	297	30	1
246	297	30	3
250	297	30	2
252	297	30	1
215	298	30	1
220	298	30	1
222	298	30	3
225	298	30	1
228	298	30	1
230	298	30	2
231	298	30	1
233	298	30	1
235	298	30	1
236	298	30	1
239	298	30	3
242	298	30	3
245	298	30	2
247	298	30	1
250	298	30	1
252	298	30	2
215	299	30	2
218	299	30	2
221	299	30	1
225	299	30	1
227	299	30	1
231	299	30	2
244	299	30	1
250	299	30	1
252	299	30	3
214	300	30	1
218	300	30	1
223	300	30	1
225	300	30	1
226	300	30	1
227	300	30	2
230	300	30	1
233	300	30	1
240	300	30	1
241	300	30	1
247	300	30	1
248	300	30	1
226	301	30	1
227	301	30	1
236	301	30	2
239	301	30	1
241	301	30	1
245	301	30	2
247	301	30	1
248	301	30	1
251	301	30	1
223	302	30	2
236	302	30	2
238	302	30	1
242	302	30	1
247	302	30	2
248	302	30	1
223	303	30	2
225	303	30	1
240	303	30	1
243	303	30	1
244	303	30	3
246	303	30	1
234	304	30	1
235	304	30	1
236	304	30	1
237	304	30	1
238	304	30	1
240	304	30	1
223	305	30	1
233	305	30	1
237	305	30	1
240	305	30	2
242	305	30	3
240	306	30	1
224	250	31	1
226	250	31	3
235	250	31	1
215	251	31	1
235	251	31	1
229	252	31	2
235	252	31	1
193	253	31	1
217	253	31	1
224	253	31	1
227	253	31	1
228	253	31	1
232	253	31	1
233	253	31	1
237	253	31	1
238	253	31	2
193	254	31	1
226	254	31	2
235	254	31	1
238	254	31	1
191	255	31	2
195	255	31	1
229	255	31	1
234	255	31	1
236	255	31	1
237	255	31	1
240	255	31	1
215	256	31	1
233	256	31	2
202	257	31	3
218	257	31	1
232	257	31	1
233	257	31	2
237	257	31	1
238	257	31	1
239	257	31	1
205	258	31	1
215	258	31	1
227	258	31	1
228	258	31	1
230	258	31	1
231	258	31	2
233	258	31	1
235	258	31	2
239	258	31	1
209	259	31	2
216	259	31	2
219	259	31	2
226	259	31	1
227	259	31	1
230	259	31	1
232	259	31	2
237	259	31	2
239	259	31	2
242	259	31	2
195	260	31	3
212	260	31	1
216	260	31	1
220	260	31	1
221	260	31	1
227	260	31	2
228	260	31	1
231	260	31	1
235	260	31	1
239	260	31	2
244	260	31	1
181	261	31	1
187	261	31	1
188	261	31	1
208	261	31	1
211	261	31	2
216	261	31	2
217	261	31	1
225	261	31	1
226	261	31	1
234	261	31	1
239	261	31	1
243	261	31	3
244	261	31	2
245	261	31	1
186	262	31	1
193	262	31	1
195	262	31	1
210	262	31	2
217	262	31	2
221	262	31	1
223	262	31	2
225	262	31	1
236	262	31	1
238	262	31	2
249	262	31	1
185	263	31	1
186	263	31	1
187	263	31	1
211	263	31	1
215	263	31	2
219	263	31	1
221	263	31	1
222	263	31	2
223	263	31	1
226	263	31	3
229	263	31	1
232	263	31	1
233	263	31	1
234	263	31	2
236	263	31	1
240	263	31	3
245	263	31	1
249	263	31	2
178	264	31	2
184	264	31	2
195	264	31	1
197	264	31	1
204	264	31	1
209	264	31	2
217	264	31	1
221	264	31	2
222	264	31	1
223	264	31	1
226	264	31	1
227	264	31	1
228	264	31	3
231	264	31	1
232	264	31	1
240	264	31	1
244	264	31	1
248	264	31	1
249	264	31	2
186	265	31	2
192	265	31	2
194	265	31	2
200	265	31	1
214	265	31	1
222	265	31	1
223	265	31	1
232	265	31	1
233	265	31	1
240	265	31	1
243	265	31	3
246	265	31	1
248	265	31	1
249	265	31	1
186	266	31	1
187	266	31	1
194	266	31	1
198	266	31	1
213	266	31	1
215	266	31	1
220	266	31	1
221	266	31	1
228	266	31	1
232	266	31	1
236	266	31	1
243	266	31	2
245	266	31	1
246	266	31	1
248	266	31	1
177	267	31	1
183	267	31	1
186	267	31	1
192	267	31	1
193	267	31	2
197	267	31	1
216	267	31	2
217	267	31	1
222	267	31	1
223	267	31	1
224	267	31	1
227	267	31	1
232	267	31	1
235	267	31	1
237	267	31	1
238	267	31	1
241	267	31	1
242	267	31	1
246	267	31	1
183	268	31	2
195	268	31	1
198	268	31	1
203	268	31	2
205	268	31	1
215	268	31	2
216	268	31	1
218	268	31	2
219	268	31	1
222	268	31	1
224	268	31	1
231	268	31	2
234	268	31	3
240	268	31	2
242	268	31	1
243	268	31	1
247	268	31	1
173	269	31	1
182	269	31	2
188	269	31	2
191	269	31	1
204	269	31	1
206	269	31	2
209	269	31	1
230	269	31	2
231	269	31	1
234	269	31	1
240	269	31	2
242	269	31	1
243	269	31	1
246	269	31	1
247	269	31	1
249	269	31	1
252	269	31	1
173	270	31	1
178	270	31	2
180	270	31	3
181	270	31	1
185	270	31	1
186	270	31	1
196	270	31	1
198	270	31	1
200	270	31	1
201	270	31	1
207	270	31	1
215	270	31	1
216	270	31	1
231	270	31	1
239	270	31	1
242	270	31	1
248	270	31	3
250	270	31	1
178	271	31	2
200	271	31	1
203	271	31	1
210	271	31	1
214	271	31	2
215	271	31	1
217	271	31	1
224	271	31	1
225	271	31	1
226	271	31	1
231	271	31	2
235	271	31	1
241	271	31	1
244	271	31	2
246	271	31	1
249	271	31	2
251	271	31	1
182	272	31	1
184	272	31	1
204	272	31	1
205	272	31	1
208	272	31	1
212	272	31	1
213	272	31	2
214	272	31	1
215	272	31	1
216	272	31	1
218	272	31	2
225	272	31	1
226	272	31	2
227	272	31	1
230	272	31	2
234	272	31	3
236	272	31	2
238	272	31	1
239	272	31	2
240	272	31	1
241	272	31	1
248	272	31	1
249	272	31	2
250	272	31	1
251	272	31	4
254	272	31	1
181	273	31	1
183	273	31	1
184	273	31	1
207	273	31	1
209	273	31	1
210	273	31	2
232	273	31	1
234	273	31	2
236	273	31	1
237	273	31	1
238	273	31	1
240	273	31	1
244	273	31	2
250	273	31	2
179	274	31	1
182	274	31	2
185	274	31	2
203	274	31	1
204	274	31	1
209	274	31	1
210	274	31	1
211	274	31	1
214	274	31	1
216	274	31	1
225	274	31	1
233	274	31	1
237	274	31	1
240	274	31	1
241	274	31	2
243	274	31	1
244	274	31	1
252	274	31	2
182	275	31	1
201	275	31	2
206	275	31	3
211	275	31	1
231	275	31	1
239	275	31	1
241	275	31	1
243	275	31	1
244	275	31	1
181	276	31	3
198	276	31	2
226	276	31	1
238	276	31	3
239	276	31	1
241	276	31	2
243	276	31	1
246	276	31	1
253	276	31	1
209	277	31	1
236	277	31	1
239	277	31	3
240	277	31	1
249	277	31	1
178	278	31	1
180	278	31	2
205	278	31	1
206	278	31	1
236	278	31	2
237	278	31	1
240	278	31	1
242	278	31	1
243	278	31	1
245	278	31	1
246	278	31	1
205	279	31	1
216	279	31	2
234	279	31	1
235	279	31	1
236	279	31	1
237	279	31	1
243	279	31	1
246	279	31	2
249	279	31	1
254	279	31	1
175	280	31	2
176	280	31	1
181	280	31	1
221	280	31	1
226	280	31	1
235	280	31	1
241	280	31	1
245	280	31	2
246	280	31	1
247	280	31	1
248	280	31	1
249	280	31	1
250	280	31	1
179	281	31	1
206	281	31	2
210	281	31	2
219	281	31	1
220	281	31	1
231	281	31	1
233	281	31	4
235	281	31	1
239	281	31	2
240	281	31	1
243	281	31	1
245	281	31	1
250	281	31	3
173	282	31	2
178	282	31	1
179	282	31	2
180	282	31	1
181	282	31	1
206	282	31	1
220	282	31	2
221	282	31	1
223	282	31	3
225	282	31	1
231	282	31	1
232	282	31	1
233	282	31	1
234	282	31	2
235	282	31	2
238	282	31	1
241	282	31	2
245	282	31	1
247	282	31	1
249	282	31	2
252	282	31	1
253	282	31	1
254	282	31	2
256	282	31	1
176	283	31	4
179	283	31	2
181	283	31	1
182	283	31	1
184	283	31	1
208	283	31	1
209	283	31	1
218	283	31	1
235	283	31	1
240	283	31	1
242	283	31	1
244	283	31	1
246	283	31	1
251	283	31	2
212	284	31	1
224	284	31	1
231	284	31	1
235	284	31	3
248	284	31	1
249	284	31	1
250	284	31	1
257	284	31	2
183	285	31	1
206	285	31	3
219	285	31	2
220	285	31	2
223	285	31	1
226	285	31	2
231	285	31	1
233	285	31	1
234	285	31	1
235	285	31	1
236	285	31	1
240	285	31	1
244	285	31	1
248	285	31	1
253	285	31	2
255	285	31	1
218	286	31	1
219	286	31	2
220	286	31	2
221	286	31	2
222	286	31	1
224	286	31	1
225	286	31	1
237	286	31	1
239	286	31	1
240	286	31	2
244	286	31	2
249	286	31	1
187	287	31	1
219	287	31	3
221	287	31	1
224	287	31	2
229	287	31	2
230	287	31	1
237	287	31	1
238	287	31	1
240	287	31	1
243	287	31	2
244	287	31	2
252	287	31	1
253	287	31	2
255	287	31	1
223	288	31	1
225	288	31	1
226	288	31	1
231	288	31	1
236	288	31	2
241	288	31	1
242	288	31	1
247	288	31	2
251	288	31	3
253	288	31	1
221	289	31	2
222	289	31	1
224	289	31	1
226	289	31	3
227	289	31	2
237	289	31	1
238	289	31	1
242	289	31	1
244	289	31	1
247	289	31	2
252	289	31	1
222	290	31	1
230	290	31	1
231	290	31	1
232	290	31	1
234	290	31	1
235	290	31	2
237	290	31	1
241	290	31	1
246	290	31	1
247	290	31	1
200	291	31	1
204	291	31	1
222	291	31	1
223	291	31	1
229	291	31	2
230	291	31	2
238	291	31	2
240	291	31	2
241	291	31	1
244	291	31	1
245	291	31	1
249	291	31	1
198	292	31	1
199	292	31	2
222	292	31	1
232	292	31	1
235	292	31	1
236	292	31	2
242	292	31	2
247	292	31	1
251	292	31	2
257	292	31	1
222	293	31	1
228	293	31	1
229	293	31	1
234	293	31	1
235	293	31	4
238	293	31	1
239	293	31	1
241	294	32.8	2
243	293	31	2
246	293	31	1
248	293	31	1
251	293	31	1
256	293	31	2
209	294	31	1
221	294	31	2
227	294	31	1
228	294	31	1
233	294	31	1
240	294	31	1
242	294	31	1
243	294	31	1
244	294	31	1
250	294	31	1
252	294	31	1
253	294	31	1
220	295	31	1
222	295	31	1
223	295	31	1
226	295	31	1
228	295	31	1
229	295	31	1
231	295	31	1
232	295	31	1
233	295	31	2
234	295	31	1
249	295	31	1
255	295	31	1
188	296	31	1
197	296	31	1
199	296	31	1
231	296	31	1
234	296	31	2
236	296	31	2
243	296	31	1
245	296	31	1
248	296	31	1
253	296	31	1
254	296	31	2
230	297	31	1
236	297	31	1
239	297	31	1
241	297	31	1
242	297	31	1
248	297	31	1
255	297	31	2
205	298	31	1
223	298	31	1
224	298	31	1
226	298	31	2
228	298	31	2
229	298	31	1
232	298	31	1
237	298	31	1
238	298	31	2
239	298	31	1
247	298	31	1
250	298	31	1
251	298	31	2
253	298	31	1
221	299	31	1
232	299	31	2
233	299	31	1
237	299	31	1
240	299	31	1
247	299	31	1
248	299	31	2
251	299	31	1
224	300	31	2
228	300	31	7
231	300	31	1
232	300	31	1
235	300	31	2
236	300	31	2
237	300	31	1
241	300	31	1
244	300	31	1
248	300	31	1
249	300	31	1
250	300	31	1
216	301	31	2
225	301	31	2
226	301	31	2
227	301	31	2
237	301	31	2
243	301	31	3
245	301	31	1
248	301	31	1
249	301	31	3
220	302	31	2
222	302	31	1
232	302	31	1
242	302	31	2
245	302	31	1
246	302	31	2
247	302	31	1
248	302	31	1
223	303	31	2
224	303	31	1
231	303	31	1
232	303	31	1
234	303	31	1
235	303	31	1
236	303	31	1
237	303	31	1
241	303	31	1
243	303	31	2
244	303	31	2
246	303	31	1
247	303	31	1
237	304	31	1
238	304	31	1
243	304	31	1
224	305	31	1
234	305	31	2
235	305	31	1
237	305	31	1
238	305	31	1
240	305	31	1
223	306	31	1
231	306	31	2
234	307	31	1
237	307	31	1
223	308	31	3
225	308	31	1
226	309	31	2
215	251	32	1
227	251	32	2
229	251	32	1
217	252	32	1
193	253	32	2
214	253	32	1
216	253	32	1
217	253	32	2
218	253	32	1
221	253	32	1
223	253	32	1
227	253	32	1
231	253	32	1
232	253	32	1
240	253	32	1
230	254	32	1
235	254	32	1
238	254	32	1
239	254	32	2
215	255	32	1
216	255	32	1
217	255	32	3
218	255	32	1
219	255	32	1
221	255	32	1
227	255	32	1
232	255	32	1
235	255	32	1
236	255	32	2
237	255	32	1
240	255	32	1
177	256	32	1
237	256	32	2
240	256	32	1
195	257	32	1
208	257	32	2
218	257	32	1
230	257	32	2
238	257	32	1
240	257	32	1
182	258	32	1
192	258	32	1
193	258	32	1
213	258	32	1
214	258	32	1
215	258	32	1
219	258	32	3
220	258	32	1
231	258	32	1
232	258	32	3
235	258	32	3
237	258	32	2
239	258	32	2
240	258	32	3
241	258	32	2
188	259	32	1
192	259	32	1
193	259	32	1
207	259	32	2
209	259	32	1
211	259	32	4
216	259	32	1
217	259	32	2
219	259	32	2
222	259	32	1
227	259	32	1
229	259	32	1
230	259	32	1
237	259	32	1
240	259	32	2
243	259	32	1
244	259	32	2
247	259	32	3
192	260	32	1
210	260	32	1
211	260	32	1
218	260	32	2
230	260	32	1
236	260	32	1
245	260	32	1
248	260	32	1
186	261	32	1
210	261	32	1
212	261	32	1
215	261	32	1
217	261	32	2
218	261	32	1
219	261	32	1
220	261	32	1
222	261	32	1
228	261	32	2
229	261	32	1
230	261	32	2
238	261	32	2
239	261	32	1
242	261	32	1
245	261	32	1
186	262	32	1
189	262	32	2
218	262	32	1
219	262	32	1
221	262.666666666667	33	2
224	262	32	1
225	262	32	1
228	262	32	2
235	262	32	1
236	262	32	1
238	262	32	1
240	262	32	1
244	262	32	1
245	262	32	1
246	262	32	1
184	263	32	1
189	263	32	2
193	263	32	1
194	263	32	2
198	263	32	1
200	263	32	2
204	263	32	1
211	263	32	1
212	263	32	1
216	263	32	2
218	263	32	2
220	263	32	1
224	263	32	1
227	263	32	2
228	263	32	2
230	263	32	1
231	263	32	1
232	263	32	2
233	263	32	1
235	263	32	5
236	263	32	1
237	263	32	1
241	263	32	2
247	263	32	3
249	263	32	1
251	263	32	4
186	264	32	2
189	264	32	1
193	264	32	2
199	264	32	1
204	264	32	3
210	264	32	2
212	264	32	1
216	264	32	1
217	264	32	1
221	264	32	2
223	264	32	1
228	264	32	1
230	264	32	1
232	264	32	1
238	264	32	1
239	264	32	2
240	264	32	2
245	264	32	1
247	264	32	1
248	264	32	1
250	264	32	2
176	265	32	2
184	265	32	1
186	265	32	1
188	265	32	1
189	265	32	1
191	265	32	1
196	265	32	1
198	265	32	1
206	265	32	1
212	265	32	1
213	265	32	1
217	265	32	2
218	265	32	3
221	265	32	1
224	265	32	1
226	265	32	3
230	265	32	1
231	265	32	1
238	265	32	1
239	265	32	1
243	265	32	4
244	265	32	1
248	265	32	1
178	266	32	3
184	266	32	1
188	266	32	2
216	266	32	3
218	266	32	2
220	266	32	1
221	266	32	1
222	266	32	1
224	266	32	3
229	266	32	1
230	266	32	1
234	266	32	2
237	266	32	1
239	266	32	1
240	266	32	2
247	266	32	3
182	267	32	1
186	267	32	1
191	267	32	1
192	267	32	1
194	267	32	2
196	267	32	1
209	267	32	1
211	267	32	1
214	267	32	1
215	267	32	1
216	267	32	1
219	267	32	1
225	267	32	1
229	267	32	1
233	267	32	1
237	267	32	3
239	267	32	1
240	267	32	1
242	267	32	1
245.5	267.5	32.5	3
247	267	32	2
248	267	32	1
252	267	32	2
188	268	32	1
194	268	32	1
195	268	32	1
207	268	32	3
211	268	32	3
212	268	32	1
213	268	32	1
214	268	32	2
216	268	32	1
219	268	32	1
224	268	32	2
228	268	32	3
177	269	32	1
180	269	32	2
181	269	32	1
182	269	32	1
184	269	32	1
186	269	32	1
187	269	32	2
193	269	32	3
209	269	32	1
211	269	32	4
213	269	32	1
214	269	32	1
222	269	32	1
228	269	32	1
232	269	32	1
233	269	32	2
239	269	32	1
240	269	32	3
242	269	32	1
243	269	32	2
245	269	32	2
248	269	32	1
250	269	32	1
173	270	32	1
181	270	32	1
187	270	32	2
195	270	32	1
197	270	32	2
201	270	32	1
203	270	32	2
206	270	32	1
211	270	32	2
224	270	32	3
231	270	32	2
232	270	32	1
233	270	32	2
234	270	32	1
241	270	32	1
244	270	32	1
248	270	32	1
249	270	32	1
250	270	32	1
174	271	32	2
175	271	32	1
176	271	32	1
177	271	32	3
180	271	32	1
186	271	32	1
188	271	32	1
202	271	32	1
207	271	32	1
209	271	32	1
210	271	32	2
211	271	32	1
214	271	32	1
231	271	32	1
233	271	32	1
237	271	32	1
238	271	32	1
239	271	32	2
241	271	32	1
244	271	32	1
247	271	32	2
249	271	32	1
250	271	32	3
175	272	32	1
183	272	32	1
185	272	32	1
198	272	32	1
201	272	32	1
209	272	32	1
225	272	32	2
226	272	32	1
227	272	32	1
228	272	32	1
230	272	32	1
234	272	32	1
235	272	32	2
238	272	32	3
239	272	32	1
240	272	32	1
241	272	32	1
243	272	32	3
244	272	32	1
250	272	32	2
185	273	32	1
201	273	32	1
204	273	32	1
205	273	32	1
210	273	32	2
214	273	32	1
215	273	32	1
229	273	32	3
234	273	32	1
241	273	32	2
245	273	32	1
249	273	32	2
250	273	32	1
254	273	32	2
173	274	32	1
179	274	32	3
181	274	32	1
184	274	32	3
203	274	32	1
206	274	32	2
207	274	32	1
213	274	32	1
214	274	32	2
233	274	32	1
234	274	32	2
235	274	32	1
237	274	32	1
238	274	32	1
241	274	32	2
244	274	32	1
183	275	32	1
186	275	32	2
210	275	32	1
211	275	32	1
212	275	32	1
215	275	32	2
216	275	32	1
226	275	32	1
236	275	32	1
237	275	32	1
240	275	32	1
249	275	32	1
252	275	32	1
184	276	32	2
203	276	32	1
210	276	32	1
239	276	32	1
246	276	32	2
175	277	32	2
214	277	32	1
237	277	32	4
238	277	32	1
242	277	32	1
243	277	32	1
244	277	32	2
249	277	32	1
254	277	32	2
175	278	32	1
177	278	32	1
203	278	32	3
204	278	32	1
225	278	32	1
234	278	32	1
235	278	32	1
236	278	32	1
238	278	32	1
244	278	32	1
245	278	32	1
249	278	32	1
255	278	32	1
175	279	32	1
178	279	32	2
181	279	32	1
205	279	32	2
234	279	32	1
236	279	32	1
240	279	32	4
242	279	32	1
246	279	32	1
247	279	32	1
250	279	32	1
174	280	32	1
175	280	32	1
180	280	32	2
208	280	32	2
217	280	32	3
219	280	32	1
223	280	32	1
238	280	32	1
239	280	32	3
241	280	32	1
242	280	32	2
249	280	32	1
173	281	32	1
179	281	32	1
210	281	32	1
211	281	32	1
217	281	32	1
222	281	32	1
234	281	32	1
236	281	32	1
237	281	32	2
239	281	32	1
240	281	32	3
241	281	32	2
242	281	32	1
248	281	32	1
250	281	32	1
251	281	32	1
252	281	32	3
182	282	32	2
187	282	32	1
188	282	32	2
220	282	32	2
224	282	32	1
229	282	32	1
232	282	32	2
240	282	32	1
242	282	32	1
248	282	32	1
250	282	32	1
251	282	32	1
254	282	32	1
176	283	32	1
181	283	32	1
183	283	32	2
208	283	32	1
221	283	32	1
237	283	32	1
238	283	32	2
239	283	32	1
240	283	32	1
244	283	32	2
245	283	32	1
246	283	32	1
248	283	32	1
249	283	32	1
176	284	32	1
177	284	32	1
178	284	32	1
179	284	32	1
184	284	32	1
208	284	32	1
209	284	32	1
220	284	32	1
221	284	32	2
222	284	32	2
230	284	32	1
232	284	32	1
233	284	32	1
236	284	32	1
251	284	32	1
177	285	32	1
179	285	32	2
180	285	32	1
206	285	32	2
208	285	32	1
215	285	32	1
219	285	32	1
220	285	32	2
221	285	32	1
222	285	32	2
223	285	32	1
225	285	32	1
229	285	32	2
233	285	32	1
236	285	32	1
238	285	32	2
244	285	32	1
246	285	32	1
249	285	32	1
250	285	32	2
252	285	32	1
254	285	32	1
255	285	32	1
183	286	32	2
207	286	32	1
209	286	32	1
218	286	32	1
219	286	32	1
223	286	32	2
234	286	32	1
239	286	32	1
243	286	32	1
247	286	32	1
248	286	32	1
249	286	32	3
256	286	32	1
176	287	32	1
177	287	32	2
207	287	32	2
208	287	32	2
219	287	32	1
220	287	32	1
223	287	32	1
225	287	32	2
227	287	32	1
233	287	32	1
242	287	32	1
248	287	32	1
254	287	32	1
255	287	32	1
256	287	32	1
203	288	32	1
222	288	32	2
223	288	32	3
226	288	32	1
229	288	32	1
231	288	32	1
232	288	32	1
235	288	32	1
236	288	32	1
244	288	32	1
245	288	32	1
246	288	32	1
247	288	32	3
248	288	32	1
250	288	32	1
258	288	32	2
187	289	32	1
223	289	32	1
226	289	32	2
227	289	32	2
229	289	32	1
230	289	32	1
238	289	32	1
243	289	32	2
248	289	32	2
256	289	32	1
187	290	32	1
199	290	32	1
200	290	32	1
221	290	32	1
224	290	32	1
225	290	32	1
230	290	32	1
231	290	32	1
234	290	32	1
235	290	32	2
236	290	32	1
246	290	32	1
255	290	32	1
200	291	32	2
222	291	32	2
223	291	32	2
226	291	32	1
229	291	32	1
235	291	32	2
236	291	32	1
241	291	32	1
243	291	32	1
244	291	32	1
245	291	32	1
248	291	32	1
256	291	32	1
197	292	32	2
198	292	32	1
203	292	32	2
204	292	32	1
222	292	32	1
223	292	32	2
224	292	32	1
225	292	32	1
229	292	32	1
236.75	292.75	33	1
238	292	32	2
242	292	32	1
243	292	32	1
247	292	32	1
248	292	32	1
251	292	32	2
254	292	32	1
198	293	32	1
216	293	32	1
218	293	32	1
220	293	32	2
222	293	32	1
223	293	32	1
225	293	32	1
229	293	32	1
230	293	32	1
236	293	32	1
249	293	32	1
251	293	32	1
253	293	32	1
256	293	32	1
197	294	32	1
198	294	32	1
204	294	32	2
230	295	33	2
230	294	32	1
231	294	32	1
233	294	32	2
239	294	32	1
245	294	32	1
246	294	32	1
252	294	32	2
253	294	32	1
181	295	32	1
217	295	32	1
218	295	32	1
220	295	32	1
224	295	32	2
225	295	32	2
226	295	32	1
227	295	32	1
229	295	32	1
231	295	32	1
236	295	32	1
241	295	32	1
244	295	32	2
245	295	32	1
248	295	32	1
249	295	32	1
187	296	32	2
197	296	32	1
200	296	32	1
223	296	32	2
225	296	32	1
226	296	32	2
228	296	32	1
229	296	32	2
230	296	32	2
231	296	32	1
232	296	32	1
234	296	32	1
235	296	32	2
241	296	32	1
242	296	32	1
243	296	32	1
247	296	32	2
249	296	32	1
183	297	32	1
198	297	32	3
225	297	32	2
227	297	32	1
230	297	32	1
233	297	32	1
237	297	32	1
244	297	32	2
246	297	32	1
248	297	32	2
251	297	32	1
195	298	32	1
197	298	32	1
198	298	32	1
202	298	32	3
219	298	32	1
221	298	32	1
232	298	32	1
234	298	32	3
236	298	32	1
240	298	32	1
244	298	32	2
246	298	32	1
247	298	32	2
248	298	32	1
249	298	32	3
250	298	32	1
251	298	32	1
253	298	32	1
228	299	32	1
233	299	32	1
236	299	32	1
237	299	32	1
241	299	32	1
242	299	32	1
243	299	32	1
244	299	32	2
247	299	32	1
248	299	32	1
249	299	32	2
225	300	32	1
237	300	32	1
239	300	32	1
240	300	32	1
244	300	32	1
196	301	32	1
198	301	32	1
224	301	32	2
231	301	32	2
244	301	32	3
249	301	32	1
223	302	32	1
224	302	32	1
229	302	32	2
230	302	32	1
231	302	32	1
233	302	32	1
234	302	32	1
236	302	32	2
239	302	32	1
242	302	32	2
248	302	32	1
207	303	32	1
225	303	32	1
235	303	32	1
239	303	32	1
241	303	32	1
244	303	32	2
245	303	32	1
220	304	32	2
230	304	32	2
233	304	32	1
238	304	32	1
241	304	32	1
243	304	32	2
244	304	32	1
245	304	32	1
204	305	32	1
222	305	32	1
226	305	32	2
234	305	32	2
237	305	32	1
208	306	32	1
222	306	32	1
224	306	32	1
233	306	32	2
241	306	32	1
242	306	32	1
221	307	32	2
222	307	32	1
236	307	32	1
237	307	32	2
221	308	32	1
220	309	32	3
226	309	32	2
227	309	32	1
235	309	32	2
230	310	32	1
227	312	32	1
229	312	32	2
232	312	32	1
226	251	33	1
228	251	33	1
223	252	33	1
226	252	33	1
231	252	33	1
240	252	33	2
216	253	33	1
217	253	33	1
218	253	33	3
221	253	33	3
222	253	33	1
224	253	33	1
228	253	33	1
231	253	33	1
237	253	33	1
240	253	33	1
241	253	33	1
217	254	33	1
219	254	33	2
220	254	33	1
223	254	33	1
231	254	33	1
232	254	33	2
235	254	33	1
240	254	33	2
241	254	33	2
217	255	33	1
219	255	33	1
226	255	33	2
231	255	33	3
236	255	33	1
215	256	33	1
221	256	33	1
222	256	33	1
223	256	33	1
228	256	33	1
232	256	33	4
237	256	33	1
238	256	33	1
240	256	33	2
216	257	33	1
217	257	33	1
219	257	33	1
220	257	33	1
224	257	33	2
230	257	33	1
239	257	33	1
217	258	33	1
218	258	33	2
219	258	33	1
220	258	33	1
223	258	33	1
226	258	33	1
230	258	33	1
235	258	33	2
189	259	33	1
211	259	33	1
215	259	33	1
216	259	33	1
220	259	33	2
223	259	33	1
225	259	33	1
226	259	33	1
231	259	33	2
235	259	33	1
237	259	33	2
239	259	33	1
242	259	33	1
243	259	33	2
244	259	33	1
208	260	33	1
212	260	33	1
213	260	33	2
215	260	33	3
217	260	33	1
229	260	33	1
233	260	33	1
237	260	33	1
239	260	33	1
246	260	33	3
182	261	33	1
193	261	33	2
195	261	33	2
209	261	33	1
217.5	261.5	33.5	1
218	261	33	1
219	261	33	2
222	261	33	1
227	261	33	1
230	261	33	1
231	261	33	1
234	261	33	3
236	261	33	2
237	261	33	1
238	261	33	2
241	261	33	1
244	261	33	1
191	262	33	1
192	262	33	2
196	262	33	2
211	262	33	1
214	262	33	1
218	262	33	1
223	262	33	1
226	262	33	1
240	262	33	1
241	262	33	1
243	262	33	1
245	262	33	1
248	262	33	3
249	262	33	1
250	262	33	1
183	263	33	1
185	263	33	1
189	263	33	1
193	263	33	1
203	263	33	2
211	263	33	1
212	263	33	3
215	263	33	2
218	263	33	1
222	263	33	2
224	263	33	1
227	263	33	2
228	263	33	5
236	263	33	3
239	263	33	1
242	263	33	2
243	263	33	1
244	263	33	1
248	263	33	1
249	263	33	1
251	263	33	1
186	264	33	2
188	264	33	1
192	264	33	1
193	264	33	1
195	264	33	1
199	264	33	1
215	264	33	1
216	264	33	3
217	264	33	2
221	264	33	3
229	264	33	1
231	264	33	1
235	264	33	1
238	264	33	1
242	264	33	1
245	264	33	2
246	264	33	2
249	264	33	1
185	265	33	2
188	265	33	3
189	265	33	1
194	265	33	1
195	265	33	1
207	265	33	1
210	265	33	1
