x	y	z	SUMOylation of DNA replication proteins
241	313	41	2
243	314	41	2
218	315	41	1
243	316	41	2
246	316	41	1
240	317	41	2
242	317	41	1
218	318	41	1
219	318	41	1
245	318	41	1
243	319	41	1
241	320	41	1
216	321	41	2
229	321	41	1
231	322	41	1
228	323	41	1
230	323	41	1
214	326	41	1
228	299	42	1
213	302	42	1
220	304	42	2
212	305	42	1
224	305	42	1
227	305	42	1
229	305	42	1
221	307	42	1
223	308	42	1
223	309	42	1
226	309	42	1
235	309	42	1
242	309	42	1
221	310	42	1
220	311	42	2
221	311	42	1
222	311	42	1
223	311	42	3
239	311	42	1
240	311	42	1
214	312	42	2
218	312	42	1
222	312	42	1
221	313	42	1
226	313	42	1
225	314	42	1
226	314	42	1
242	314	42	1
204	315	42	1
217	315	42	1
219	315	42	1
220	315	42	1
221	315	42	1
225	316	42	1
227	316	42	2
231	316	42	1
241	316	42	1
242	316	42	1
219	317	42	1
221	317	42	1
226	317	42	1
227	317	42	1
232	317	42	1
240	317	42	1
219	318	42	1
220	318	42	1
231	318	42	1
240	318	42	1
204	319	42	1
226	319	42	1
230	319	42	2
242	319	42	1
228	320	42	2
231	320	42	1
241	320	42	1
218	321	42	1
224	321	42	2
227	304	43	1
221	305	43	1
211	308	43	3
220	309	43	1
242	309	43	1
222	310	43	1
219	311	43	1
225	311	43	2
234	311	43	1
241	311	43	3
211	312	43	1
229	315	43	1
230	316	43	2
241	316	43	1
217	319	43	2
227	321	43	1
229	321	43	1
220	306	44	1
223	308	44	2
234	310	44	1
219	311	44	1
239	311	44	2
231	312	44	1
241	314	44	1
220	315	44	1
230	315	44	3
222	316	44	1
225	317	44	1
230	317	44	1
242	317	44	1
206	319	44	1
224	321	44	1
224	322	44	1
222	317	45	1
